2  30
41	60	92	95	48	75	58	4	79	77	70	22	39	15	28	50	86	81	10	55	58	96	8	31	4	64	95	70	83	55	
75	56	98	56	54	24	21	57	84	1	95	16	89	68	49	64	60	59	30	89	12	35	71	75	85	54	11	19	97	77	
1265	292	215	264	1332	446	738	1181	909	199	1234	293	723	861	1092	367	553	1327	917	1165	1455	1046	1083	347	330	1220	1193	341	1408	320	
0	44	8	21	46	84	8	40	87	93	31	19	57	84	42	12	27	78	57	40	52	45	55	49	68	19	46	82	34	64	64	
44	0	37	26	27	41	37	22	43	48	22	34	19	40	28	35	18	34	17	11	9	3	26	30	35	32	32	38	15	29	25	
8	37	0	16	38	76	6	32	80	85	26	12	49	77	38	10	21	71	50	32	44	37	47	45	60	16	42	75	26	58	58	
21	26	16	0	39	68	13	32	67	75	10	23	43	65	22	10	8	59	37	27	35	28	45	29	57	6	26	62	23	43	43	
46	27	38	39	0	44	43	6	60	59	42	27	21	56	52	44	34	49	43	16	25	24	11	56	23	44	57	57	17	56	50	
84	41	76	68	44	0	78	46	27	17	63	69	26	24	66	76	60	20	40	43	32	39	33	65	24	73	69	28	49	50	41	
8	37	6	13	43	78	0	37	80	86	22	18	52	77	34	4	20	71	49	34	45	38	51	41	64	11	38	74	29	55	56	
40	22	32	32	6	46	37	0	59	59	35	23	21	55	46	38	27	48	39	11	23	19	14	50	27	38	51	55	10	52	47	
87	43	80	67	60	27	80	59	0	14	60	77	39	4	57	77	60	11	31	51	37	43	51	53	47	72	58	5	56	34	26	
93	48	85	75	59	17	86	59	14	0	68	80	38	14	68	84	67	16	40	54	41	48	48	65	41	80	69	19	59	47	38	
31	22	26	10	42	63	22	35	60	68	0	31	41	57	13	19	8	52	29	27	31	25	45	19	56	13	17	54	25	33	35	
19	34	12	23	27	69	18	23	77	80	31	0	43	74	44	21	24	67	50	26	40	34	38	51	51	26	49	73	21	61	58	
57	19	49	43	21	26	52	21	39	38	41	43	0	35	47	51	35	28	27	17	10	16	12	48	16	49	51	36	23	41	33	
84	40	77	65	56	24	77	55	4	14	57	74	35	0	55	74	57	7	28	47	34	40	47	51	43	70	56	5	53	33	25	
42	28	38	22	52	66	34	46	57	68	13	44	47	55	0	30	21	51	27	36	36	31	54	7	63	23	5	51	36	25	30	
12	35	10	10	44	76	4	38	77	84	19	21	51	74	30	0	17	69	47	34	44	37	51	37	64	7	34	72	29	52	53	
27	18	21	8	34	60	20	27	60	67	8	24	35	57	21	17	0	51	30	20	27	20	38	26	50	13	26	54	17	37	37	
78	34	71	59	49	20	71	48	11	16	52	67	28	7	51	69	51	0	24	41	27	33	40	49	37	64	53	8	46	32	23	
57	17	50	37	43	40	49	39	31	40	29	50	27	28	27	47	30	24	0	28	18	19	38	25	43	41	29	25	32	14	8	
40	11	32	27	16	43	34	11	51	54	27	26	17	47	36	34	20	41	28	0	13	9	18	40	30	33	41	47	5	41	36	
52	9	44	35	25	32	45	23	37	41	31	40	10	34	36	44	27	27	18	13	0	7	20	37	27	41	40	33	19	32	25	
45	3	37	28	24	39	38	19	43	48	25	34	16	40	31	37	20	33	19	9	7	0	22	34	31	34	36	39	13	32	27	
55	26	47	45	11	33	51	14	51	48	45	38	12	47	54	51	38	40	38	18	20	22	0	56	13	51	58	48	22	52	45	
49	30	45	29	56	65	41	50	53	65	19	51	48	51	7	37	26	49	25	40	37	34	56	0	65	30	5	47	40	20	26	
68	35	60	57	23	24	64	27	47	41	56	51	16	43	63	64	50	37	43	30	27	31	13	65	0	63	67	45	34	57	48	
19	32	16	6	44	73	11	38	72	80	13	26	49	70	23	7	13	64	41	33	41	34	51	30	63	0	27	67	29	46	48	
46	32	42	26	57	69	38	51	58	69	17	49	51	56	5	34	26	53	29	41	40	36	58	5	67	27	0	52	41	25	31	
82	38	75	62	57	28	74	55	5	19	54	73	36	5	51	72	54	8	25	47	33	39	48	47	45	67	52	0	52	28	21	
34	15	26	23	17	49	29	10	56	59	25	21	23	53	36	29	17	46	32	5	19	13	22	40	34	29	41	52	0	44	40	
64	29	58	43	56	50	55	52	34	47	33	61	41	33	25	52	37	32	14	41	32	32	52	20	57	46	25	28	44	0	9	
64	25	58	43	50	41	56	47	26	38	35	58	33	25	30	53	37	23	8	36	25	27	45	26	48	48	31	21	40	9	0	

