2  70
53	45	3	87	42	57	23	83	12	96	74	61	59	80	47	79	78	66	93	53	54	36	91	24	85	5	27	80	8	94	2	4	86	28	28	29	45	7	43	76	82	16	94	51	70	1	15	88	62	98	59	7	16	31	2	63	61	76	86	82	6	94	16	36	26	31	75	60	24	8	
69	69	96	76	84	66	6	58	45	14	97	81	65	58	38	92	90	51	44	61	4	100	62	91	16	73	60	15	85	78	8	99	13	52	5	45	56	94	23	11	79	52	22	23	16	14	24	26	56	13	86	25	9	83	59	67	84	95	79	32	30	96	79	58	64	84	63	87	50	41	
968	2095	1387	2178	2729	706	1678	3344	1186	2871	2716	1366	1536	949	1852	3257	1073	1549	2785	1543	2725	860	272	1578	2571	135	3136	3002	1013	1902	1194	1028	2816	1680	890	2483	474	2056	762	1486	2728	1771	453	2896	2635	477	666	432	2220	2889	1514	1042	1906	847	1520	2453	2750	3315	1263	1642	2146	3086	127	3295	3398	1995	500	2469	2604	668	
0	42	11	61	48	66	47	71	58	47	44	94	89	69	44	15	49	66	63	25	48	49	33	36	20	69	76	57	48	42	37	29	58	64	44	61	83	31	56	50	59	84	48	67	94	27	62	54	31	69	23	40	44	50	55	86	59	57	90	60	59	44	38	64	47	38	56	26	54	37	50	
42	0	31	22	26	57	45	29	19	12	3	56	49	44	3	26	20	52	22	35	6	8	9	6	26	38	44	16	16	41	7	13	28	41	25	47	44	18	40	15	46	45	32	26	56	15	33	13	15	27	19	14	34	25	15	47	49	18	50	18	31	19	11	50	38	15	38	33	13	6	31	
11	31	0	50	41	63	44	60	47	35	33	84	79	62	33	4	40	62	52	23	37	37	22	25	13	61	68	47	37	39	26	18	50	57	37	57	73	22	51	39	55	74	42	56	84	16	54	44	21	58	12	31	40	42	43	76	56	46	80	49	51	33	29	60	43	29	50	23	43	26	44	
61	22	50	0	45	75	66	15	3	14	22	54	45	57	19	46	37	68	7	57	18	14	29	28	48	46	50	19	15	63	24	32	40	55	44	64	43	41	57	11	64	43	50	8	54	34	45	20	37	12	38	34	54	41	7	46	67	4	44	16	44	21	32	66	58	36	55	56	10	28	49	
48	26	41	45	0	30	22	42	42	38	25	48	45	21	29	38	8	25	41	27	26	33	29	26	28	21	28	27	43	21	32	32	12	17	3	20	39	18	13	42	20	40	5	44	48	32	14	25	21	42	36	13	11	4	38	41	22	41	48	31	12	46	16	23	14	14	11	24	34	24	5	
66	57	63	75	30	0	19	69	72	69	55	59	61	24	60	61	38	8	70	41	57	63	59	55	50	36	38	56	73	24	62	60	35	22	31	10	55	44	17	72	10	56	25	73	59	59	32	54	48	70	62	43	24	33	69	56	8	72	64	60	32	76	46	9	20	43	19	40	65	54	25	
47	45	44	66	22	19	0	65	63	57	44	65	65	31	48	43	30	21	63	22	47	53	44	42	32	39	44	49	61	5	48	45	33	26	21	17	59	29	17	61	14	60	17	66	65	44	32	47	33	65	46	31	11	26	59	60	13	62	68	53	31	63	34	20	8	30	18	21	55	41	19	
71	29	60	15	42	69	65	0	17	27	27	39	30	48	26	55	34	62	9	62	23	23	38	35	54	36	39	16	29	63	34	42	34	48	43	59	28	45	52	25	59	28	48	8	39	43	38	19	42	3	48	37	53	38	18	31	63	17	29	12	37	36	36	60	57	39	50	60	17	34	46	
58	19	47	3	42	72	63	17	0	12	19	54	45	55	16	43	34	66	7	54	16	11	26	25	45	45	50	17	12	60	21	29	38	53	42	62	43	38	55	9	62	43	48	9	54	31	43	18	34	13	35	32	52	39	4	46	65	1	45	15	42	19	30	64	56	33	53	53	7	25	47	
47	12	35	14	38	69	57	27	12	0	13	61	53	55	9	31	31	64	18	45	13	7	15	15	34	47	53	21	4	53	10	18	38	52	37	59	50	29	52	4	58	50	44	21	61	20	43	20	25	24	23	26	46	36	9	53	61	11	54	21	42	10	23	61	50	26	50	44	11	16	43	
44	3	33	22	25	55	44	27	19	13	0	53	46	42	4	29	17	50	21	36	4	8	12	8	27	35	41	13	18	41	10	16	25	39	24	45	41	19	38	17	45	42	30	25	53	17	30	10	16	25	22	13	33	22	15	44	47	18	47	16	28	22	10	48	37	14	36	34	12	7	30	
