2  70
53	76	21	80	68	5	61	47	14	21	72	61	30	82	18	91	5	91	15	41	93	25	74	10	63	40	87	81	30	43	39	62	57	42	44	13	70	74	99	86	72	23	32	3	100	7	51	3	15	73	78	85	65	66	49	77	17	7	93	56	86	58	58	45	65	96	88	29	91	83	
32	98	33	54	95	58	56	4	90	38	33	97	15	15	64	85	16	88	77	56	61	35	67	88	66	66	49	54	28	23	72	30	88	26	92	53	72	25	27	6	57	56	7	48	92	56	33	76	19	42	65	44	37	98	55	12	49	93	30	74	21	54	59	5	23	29	96	99	48	66	
1656	1365	101	1113	1217	1902	1836	106	676	898	894	1966	1962	2489	1706	3274	1238	83	685	321	2998	1822	3458	1687	3474	3120	692	2834	1726	433	3140	472	1828	646	114	1946	2402	2875	694	413	2486	268	1162	2201	2726	2747	3472	1194	3277	589	710	425	1561	934	2580	3359	1611	1893	3092	2555	193	1842	1416	2070	2853	1742	2265	1228	562	1449	
0	65	64	30	63	70	58	32	56	53	67	44	45	53	68	80	53	32	55	46	47	65	58	49	15	58	78	57	35	38	73	24	55	35	59	64	56	88	44	75	68	37	48	69	40	17	36	37	59	33	38	54	51	41	70	28	69	69	62	89	43	69	43	59	60	57	74	67	49	72	74	
65	0	83	35	10	49	77	62	51	16	3	60	71	68	81	46	14	44	41	38	28	39	77	16	50	72	60	14	49	56	30	43	10	30	18	5	66	60	24	29	5	52	63	80	60	51	29	30	73	32	32	16	31	49	84	62	52	75	45	57	36	67	22	63	5	48	39	40	18	54	28	
64	83	0	67	73	44	6	32	33	67	82	25	19	15	8	58	69	45	43	45	55	50	6	75	64	11	42	68	38	31	65	56	78	69	65	78	17	54	62	68	83	35	21	8	27	53	68	60	10	63	54	67	51	36	7	36	40	16	42	58	47	24	69	21	82	36	57	49	67	40	68	
30	35	67	0	34	53	60	37	44	25	37	42	49	52	68	59	25	22	38	29	24	45	60	19	15	57	64	29	28	35	48	11	25	5	32	34	53	70	17	49	39	31	46	68	39	18	6	11	58	5	16	26	29	32	71	35	54	65	45	69	25	62	13	53	30	43	52	47	21	56	48	
63	10	73	34	0	38	68	55	41	10	9	51	62	58	71	36	9	38	31	29	19	28	68	17	49	62	49	6	41	48	20	39	14	30	8	5	56	50	19	19	9	44	54	70	52	47	28	26	63	29	27	9	22	40	74	56	42	64	34	47	28	57	21	53	13	38	29	30	13	43	18	
70	49	44	53	38	0	41	44	16	37	47	32	42	33	39	14	39	38	16	25	30	10	41	49	61	34	11	35	35	35	23	49	49	52	31	44	29	17	38	25	46	35	32	38	37	53	50	42	35	48	37	36	24	29	41	48	4	30	8	18	29	21	47	24	50	14	13	8	40	5	26	
58	77	6	60	68	41	0	26	28	61	77	18	13	10	11	55	63	38	38	39	50	46	0	69	58	7	40	63	32	25	61	50	72	63	60	73	12	52	56	63	77	29	15	11	21	47	61	54	6	57	48	61	46	30	12	30	37	16	37	56	41	22	63	17	76	31	54	45	61	38	64	
32	62	32	37	55	44	26	0	27	45	62	12	13	20	36	57	47	17	31	27	35	43	26	49	32	25	49	49	13	8	56	26	54	40	47	58	24	61	38	58	63	11	15	36	7	21	39	33	26	35	29	46	34	16	38	4	41	37	36	62	26	37	43	27	59	29	52	43	44	43	58	
56	51	33	44	41	16	28	27	0	35	50	16	27	18	30	29	37	24	9	15	25	18	28	45	49	21	22	36	20	19	33	37	47	44	32	46	16	33	32	35	50	19	17	29	20	39	42	34	23	39	28	35	19	14	33	31	14	24	10	34	19	18	41	12	50	3	27	18	36	16	35	
53	16	67	25	10	37	61	45	35	0	17	43	54	51	65	38	2	28	25	21	11	27	61	12	39	55	48	4	32	39	24	29	12	21	8	12	50	51	9	25	17	35	46	65	43	37	19	16	57	20	17	1	15	32	68	46	39	59	31	49	20	53	12	48	15	33	31	29	4	41	24	
67	3	82	37	9	47	77	62	50	17	0	60	71	67	80	43	15	45	40	38	28	37	77	18	52	71	57	14	49	56	27	45	13	32	17	4	65	57	25	26	1	52	63	79	60	53	31	32	73	34	33	16	31	49	83	63	51	73	43	54	37	66	24	62	9	47	36	38	19	52	25	
44	60	25	42	51	32	18	12	16	43	60	0	11	10	26	46	45	20	23	21	32	34	18	50	42	15	37	45	13	7	48	32	54	44	43	55	12	48	37	50	60	10	4	26	5	31	42	35	16	38	30	43	29	11	28	17	29	25	26	50	23	25	45	14	58	19	43	34	43	31	50	
45	71	19	49	62	42	13	13	27	54	71	11	0	11	23	56	56	28	34	33	43	45	13	60	46	14	45	56	22	14	59	38	64	52	54	66	15	57	47	61	71	19	10	24	10	35	51	44	14	47	39	54	40	21	25	17	39	26	37	60	34	29	54	20	68	30	54	45	53	40	61	
53	68	15	52	58	33	10	20	18	51	67	10	11	0	16	47	53	30	28	29	40	37	10	59	52	5	34	53	24	17	52	42	63	54	50	63	4	46	46	54	67	20	6	16	14	41	52	45	6	48	39	51	36	20	18	25	29	16	28	49	32	18	54	9	66	22	45	36	51	30	54	
68	81	8	68	71	39	11	36	30	65	80	26	23	16	0	52	67	46	40	44	54	46	11	74	68	11	35	66	40	33	61	59	77	70	62	76	15	47	61	63	80	36	22	1	30	57	68	60	10	64	55	65	49	36	2	40	34	9	38	51	47	17	69	17	80	33	52	45	66	34	64	
80	46	58	59	36	14	55	57	29	38	43	46	56	47	52	0	40	48	26	34	35	14	55	50	70	48	18	35	46	48	16	58	49	57	30	41	43	14	42	17	42	46	46	51	50	63	55	48	49	53	44	37	30	41	54	60	18	43	20	11	37	34	50	38	49	27	7	13	42	17	18	
53	14	69	25	9	39	63	47	37	2	15	45	56	53	67	40	0	30	28	24	13	29	63	10	39	58	50	5	34	41	25	30	10	20	9	11	52	53	10	26	16	37	48	67	45	38	18	17	59	20	18	3	18	34	70	48	41	61	33	50	22	55	12	50	12	35	32	31	4	43	25	
32	44	45	22	38	38	38	17	24	28	45	20	28	30	46	48	30	0	22	14	19	33	38	32	24	35	47	32	6	13	43	13	37	24	32	41	31	56	20	44	46	9	24	46	18	15	23	16	36	18	12	29	19	11	49	17	37	44	29	56	11	41	26	32	41	25	42	34	26	39	44	
55	41	43	38	31	16	38	31	9	25	40	23	34	28	40	26	28	22	0	8	16	11	38	36	45	31	25	26	20	23	25	33	38	37	22	36	25	33	24	27	40	21	25	39	26	37	35	27	33	32	21	25	10	15	43	34	16	33	7	33	13	27	33	22	40	7	21	12	27	18	27	
46	38	45	29	29	25	39	27	15	21	38	21	33	29	44	34	24	14	8	0	10	19	39	30	36	34	34	23	14	19	29	24	33	29	21	33	28	42	17	31	38	16	25	43	23	29	27	19	35	24	13	22	7	11	46	29	25	39	16	42	4	33	26	26	36	14	28	20	22	27	31	
47	28	55	24	19	30	50	35	25	11	28	32	43	40	54	35	13	19	16	10	0	21	50	20	35	44	41	13	21	28	26	23	23	22	13	23	39	46	8	27	28	24	35	54	32	30	19	13	46	18	9	11	6	21	57	36	32	49	23	45	8	43	17	37	26	23	28	23	11	34	26	
65	39	50	45	28	10	46	43	18	27	37	34	45	37	46	14	29	33	11	19	21	0	46	39	55	39	21	25	32	34	15	43	39	43	20	33	33	25	29	17	36	32	35	45	37	48	41	34	40	39	29	26	16	27	49	46	13	38	8	24	22	30	37	29	40	15	9	2	30	15	17	
58	77	6	60	68	41	0	26	28	61	77	18	13	10	11	55	63	38	38	39	50	46	0	69	58	7	40	63	32	25	61	50	72	63	60	73	12	52	56	63	77	29	15	11	21	47	61	54	6	57	48	61	46	30	12	30	37	16	37	56	41	22	63	17	76	31	54	45	61	38	64	
49	16	75	19	17	49	69	49	45	12	18	50	60	59	74	50	10	32	36	30	20	39	69	0	34	64	60	15	37	45	36	27	6	14	19	16	58	63	13	36	20	41	54	73	49	35	13	16	65	16	20	13	25	39	77	49	51	69	42	61	27	63	6	57	11	43	43	41	9	53	35	
15	50	64	15	49	61	58	32	49	39	52	42	46	52	68	70	39	24	45	36	35	55	58	34	0	57	71	43	29	35	61	12	40	20	46	49	54	79	30	62	54	32	46	68	38	11	21	23	58	19	26	40	39	35	70	29	61	67	53	79	33	65	28	55	45	49	63	57	35	63	61	
