4  30
17	89	34	46	37	30	66	4	19	46	31	77	82	47	51	83	71	52	48	63	88	15	33	25	42	90	64	83	63	88	
40	89	100	9	71	42	41	92	85	59	63	73	26	15	69	89	92	30	9	25	66	96	45	39	100	29	55	58	89	61	
31	84	18	22	90	4	93	48	17	38	53	60	82	27	79	48	55	90	87	15	35	44	20	99	51	29	32	42	19	38	
86	10	28	67	35	51	52	4	37	82	35	82	51	90	57	90	76	50	38	79	79	36	72	64	66	31	59	51	58	9	
382	1289	143	1445	1253	964	451	1363	1011	1369	1169	632	486	667	795	869	1296	1414	608	1125	1263	1293	1476	379	882	1451	1495	447	1299	1132	
0	66	50	60	20	70	71	72	18	25	63	35	1	44	70	42	28	20	69	57	60	55	42	46	74	59	69	32	36	41	1	
66	0	73	24	57	60	50	16	60	49	13	47	65	50	7	68	38	53	12	14	64	56	29	59	65	28	68	34	67	25	65	
50	73	0	52	31	32	41	68	32	33	62	28	50	22	72	8	53	34	83	74	18	21	46	14	34	48	26	55	14	59	50	
60	24	52	0	44	36	26	16	48	37	11	30	59	29	21	49	37	41	36	32	40	33	18	37	41	4	44	34	49	28	59	
20	57	31	44	0	50	51	59	3	8	51	16	20	24	60	23	25	4	63	52	39	34	29	25	54	43	49	28	18	35	20	
70	60	32	36	50	0	12	49	52	45	47	35	70	26	56	35	60	50	73	67	14	15	43	25	5	32	9	60	40	58	70	
71	50	41	26	51	12	0	37	54	45	36	35	70	27	45	42	56	50	62	58	24	21	37	30	16	22	21	55	46	52	70	
72	16	68	16	59	49	37	0	62	51	8	46	71	46	9	65	46	56	28	29	56	49	31	54	53	20	58	43	65	34	71	
18	60	32	48	3	52	54	62	0	11	54	19	18	27	63	24	27	7	66	55	41	36	32	27	56	46	51	30	18	38	18	
25	49	33	37	8	45	45	51	11	0	43	10	25	19	52	25	20	5	56	45	37	30	21	24	50	35	46	23	21	29	25	
63	13	62	11	51	47	36	8	54	43	0	38	62	39	10	58	37	47	26	24	51	44	22	48	52	15	55	34	58	26	62	
35	47	28	30	16	35	35	46	19	10	38	0	35	10	48	22	26	15	56	46	28	21	18	16	40	27	37	28	20	31	35	
1	65	50	59	20	70	70	71	18	25	62	35	0	44	69	42	27	20	68	56	59	54	41	46	74	58	69	31	36	40	0	
44	50	22	29	24	26	27	46	27	19	39	10	44	0	50	19	36	24	61	52	18	11	24	8	30	26	27	37	20	38	44	
70	7	72	21	60	56	45	9	63	52	10	48	69	50	0	68	43	56	19	21	62	54	31	58	61	25	65	39	68	30	69	
42	68	8	49	23	35	42	65	24	25	58	22	42	19	68	0	46	26	78	68	21	21	40	12	38	45	31	48	6	53	42	
28	38	53	37	25	60	56	46	27	20	37	26	27	36	43	46	0	21	41	29	54	47	19	43	65	37	63	4	42	13	27	
20	53	34	41	4	50	50	56	7	5	47	15	20	24	56	26	21	0	59	48	40	34	25	27	54	40	50	24	21	31	20	
69	12	83	36	63	73	62	28	66	56	26	56	68	61	19	78	41	59	0	12	75	67	37	69	77	40	80	37	76	28	68	
57	14	74	32	52	67	58	29	55	45	24	46	56	52	21	68	29	48	12	0	68	60	28	60	72	36	74	25	65	16	56	
60	64	18	40	39	14	24	56	41	37	51	28	59	18	62	21	54	40	75	68	0	8	41	13	16	36	9	55	27	56	59	
55	56	21	33	34	15	21	49	36	30	44	21	54	11	54	21	47	34	67	60	8	0	33	10	19	29	16	47	25	48	54	
42	29	46	18	29	43	37	31	32	21	22	18	41	24	31	40	19	25	37	28	41	33	0	32	48	18	48	17	38	15	41	
46	59	14	37	25	25	30	54	27	24	48	16	46	8	58	12	43	27	69	60	13	10	32	0	28	34	23	44	15	46	46	
74	65	34	41	54	5	16	53	56	50	52	40	74	30	61	38	65	54	77	72	16	19	48	28	0	37	8	65	43	63	74	
59	28	48	4	43	32	22	20	46	35	15	27	58	26	25	45	37	40	40	36	36	29	18	34	37	0	39	35	46	30	58	
69	68	26	44	49	9	21	58	51	46	55	37	69	27	65	31	63	50	80	74	9	16	48	23	8	39	0	63	36	63	69	
32	34	55	34	28	60	55	43	30	23	34	28	31	37	39	48	4	24	37	25	55	47	17	44	65	35	63	0	44	9	31	
36	67	14	49	18	40	46	65	18	21	58	20	36	20	68	6	42	21	76	65	27	25	38	15	43	46	36	44	0	49	36	
41	25	59	28	35	58	52	34	38	29	26	31	40	38	30	53	13	31	28	16	56	48	15	46	63	30	63	9	49	0	40	
1	65	50	59	20	70	70	71	18	25	62	35	0	44	69	42	27	20	68	56	59	54	41	46	74	58	69	31	36	40	0	

