4  30
17	25	62	78	79	70	19	49	67	40	34	76	44	94	13	18	61	71	20	5	14	79	4	18	19	21	39	32	10	77	
95	67	88	16	100	62	10	83	15	21	76	14	78	25	81	32	47	88	94	81	93	23	34	46	66	10	10	19	5	43	
81	54	90	11	16	72	26	37	9	70	49	98	11	79	40	57	67	33	56	35	90	99	33	53	69	12	99	71	52	94	
41	42	96	70	47	36	16	80	7	26	30	94	57	98	49	31	56	86	83	85	6	81	16	58	72	29	48	13	29	48	
402	590	1446	69	955	510	1088	676	78	248	599	1029	1221	893	821	56	1060	851	1366	662	902	226	701	213	588	1185	1049	1424	842	355	
0	45	53	49	59	69	34	29	79	44	12	74	45	31	20	52	33	51	42	57	55	69	54	59	64	94	54	49	85	40	34	
45	0	17	46	40	41	37	16	38	10	39	29	18	13	29	40	38	34	3	23	37	47	11	18	19	54	21	35	50	39	34	
53	17	0	37	26	24	33	29	25	9	44	27	10	26	33	28	35	21	18	6	24	31	22	30	19	41	36	24	34	32	30	
49	46	37	0	18	32	15	46	55	36	37	64	29	44	32	10	16	16	45	34	16	25	56	65	56	65	67	13	50	9	16	
59	40	26	18	0	14	25	46	38	29	47	50	22	43	39	8	27	8	40	21	4	9	48	56	44	47	61	9	32	20	25	
69	41	24	32	14	0	38	51	25	32	58	41	26	48	49	23	41	19	42	18	17	10	45	53	38	32	60	22	17	34	37	
34	37	33	15	25	38	0	32	55	28	22	60	23	31	17	17	2	19	34	32	22	35	48	55	51	68	56	16	56	6	3	
29	16	29	46	46	51	32	0	53	20	26	45	25	3	17	43	33	38	13	34	42	55	25	30	36	69	26	38	63	36	30	
79	38	25	55	38	25	55	53	0	34	70	21	34	50	59	45	58	39	40	23	39	36	35	41	23	16	50	42	17	53	53	
44	10	9	36	29	32	28	20	34	0	36	32	7	17	25	29	30	23	10	14	26	37	20	28	23	50	32	24	43	29	25	
12	39	44	37	47	58	22	26	70	36	0	68	35	27	11	40	21	39	36	47	43	57	50	56	58	85	52	37	75	28	22	
74	29	27	64	50	41	60	45	21	32	68	0	37	42	57	55	62	48	32	29	49	52	21	22	9	34	32	50	39	59	57	
45	18	10	29	22	26	23	25	34	7	35	37	0	22	24	21	25	15	17	12	19	30	27	36	28	49	40	16	40	22	20	
31	13	26	44	43	48	31	3	50	17	27	42	22	0	17	40	31	35	10	31	39	52	23	29	33	66	26	35	60	35	28	
20	29	33	32	39	49	17	17	59	25	11	57	24	17	0	33	17	31	26	36	35	49	40	46	47	74	44	29	64	23	16	
52	40	28	10	8	23	17	43	45	29	40	55	21	40	33	0	19	6	39	25	6	17	49	58	47	55	61	5	41	12	17	
33	38	35	16	27	41	2	33	58	30	21	62	25	31	17	19	0	21	36	35	24	37	49	57	53	71	57	18	58	7	5	
51	34	21	16	8	19	19	38	39	23	39	48	15	35	31	6	21	0	33	18	4	17	43	51	41	50	55	3	37	14	17	
42	3	18	45	40	42	34	13	40	10	36	32	17	10	26	39	36	33	0	24	37	47	14	21	22	56	22	34	51	37	31	
57	23	6	34	21	18	32	34	23	14	47	29	12	31	36	25	35	18	24	0	20	25	28	36	23	37	42	21	29	31	30	
55	37	24	16	4	17	22	42	39	26	43	49	19	39	35	6	24	4	37	20	0	13	46	54	43	49	59	5	35	17	21	
69	47	31	25	9	10	35	55	36	37	57	52	30	52	49	17	37	17	47	25	13	0	53	61	47	42	68	19	26	30	34	
54	11	22	56	48	45	48	25	35	20	50	21	27	23	40	49	49	43	14	28	46	53	0	8	13	51	15	44	51	49	44	
59	18	30	65	56	53	55	30	41	28	56	22	36	29	46	58	57	51	21	36	54	61	8	0	18	55	9	53	57	57	52	
64	19	19	56	44	38	51	36	23	23	58	9	28	33	47	47	53	41	22	23	43	47	13	18	0	38	27	43	39	51	48	
94	54	41	65	47	32	68	69	16	50	85	34	49	66	74	55	71	50	56	37	49	42	51	55	38	0	65	53	16	65	66	
54	21	36	67	61	60	56	26	50	32	52	32	40	26	44	61	57	55	22	42	59	68	15	9	27	65	0	56	66	59	53	
49	35	24	13	9	22	16	38	42	24	37	50	16	35	29	5	18	3	34	21	5	19	44	53	43	53	56	0	40	11	15	
85	50	34	50	32	17	56	63	17	43	75	39	40	60	64	41	58	37	51	29	35	26	51	57	39	16	66	40	0	52	54	
40	39	32	9	20	34	6	36	53	29	28	59	22	35	23	12	7	14	37	31	17	30	49	57	51	65	59	11	52	0	7	
34	34	30	16	25	37	3	30	53	25	22	57	20	28	16	17	5	17	31	30	21	34	44	52	48	66	53	15	54	7	0	

