4  10
16	12	55	61	100	60	59	51	78	35	
79	63	20	94	73	74	95	92	56	54	
95	8	76	55	18	13	71	53	30	93	
70	52	94	89	35	71	76	66	4	38	
188	477	150	448	376	222	247	499	143	155	
0	48	69	50	58	4	63	31	49	71	32	
48	0	53	37	71	44	62	44	54	70	26	
69	53	0	20	38	67	19	39	26	23	39	
50	37	20	0	37	47	25	23	20	33	19	
58	71	38	37	0	58	19	30	16	21	46	
4	44	67	47	58	0	62	29	48	70	29	
63	62	19	25	19	62	0	32	13	9	41	
31	44	39	23	30	29	32	0	18	40	17	
49	54	26	20	16	48	13	18	0	22	30	
71	70	23	33	21	70	9	40	22	0	50	
32	26	39	19	46	29	41	17	30	50	0	

