2  300
22	85	83	24	59	30	1	57	67	96	2	46	71	49	23	15	28	73	92	5	20	63	56	21	25	68	63	75	85	53	2	22	40	59	12	85	34	43	98	81	75	75	41	50	41	59	42	82	24	84	99	62	8	44	41	8	54	44	30	45	10	40	58	72	4	14	32	69	45	38	88	12	90	34	32	28	97	78	32	60	27	55	72	84	14	19	91	51	62	49	10	68	96	76	76	21	20	64	29	47	2	8	16	45	62	52	59	50	58	76	98	49	57	59	21	65	88	66	3	87	61	72	64	85	50	65	63	68	19	36	39	31	94	11	30	60	67	25	63	26	20	93	54	45	58	80	10	35	57	26	75	44	91	16	9	76	56	79	33	2	60	77	55	75	87	73	80	32	9	63	33	5	55	31	11	29	6	24	56	69	29	6	10	41	22	100	10	60	78	54	1	100	33	46	19	72	26	84	19	25	21	95	16	79	16	61	87	77	1	6	31	81	85	80	12	87	50	59	91	100	55	92	85	32	53	19	29	55	35	100	4	93	65	62	7	80	33	18	3	53	76	62	57	23	89	88	89	82	100	42	25	98	8	61	6	60	66	88	34	99	13	43	96	81	28	22	59	79	14	1	80	13	88	40	12	92	81	32	54	17	25	16	40	96	33	94	90	32	43	61	39	20	41	100	57	27	29	49	76	90	
46	78	47	3	24	6	24	23	79	84	21	73	6	62	16	77	5	91	65	92	85	59	99	73	76	25	53	55	12	32	14	66	92	80	31	59	99	41	78	91	78	80	8	22	53	77	87	66	79	15	61	71	21	23	24	55	53	35	54	85	50	76	83	2	95	4	66	10	55	40	9	15	55	20	34	27	3	74	40	26	85	99	12	91	9	5	76	4	87	16	31	22	46	2	48	32	76	14	86	72	64	16	6	51	61	72	26	41	21	81	15	63	34	36	56	66	33	75	72	96	67	16	62	66	29	45	25	31	33	38	32	55	25	96	11	98	28	68	8	7	1	43	5	23	13	89	33	100	6	20	80	50	66	51	23	7	57	58	83	16	44	71	45	57	64	24	21	93	64	6	12	60	66	18	56	92	88	86	87	87	70	39	22	26	29	3	97	22	14	8	46	44	63	73	70	69	38	58	83	18	56	52	72	25	64	82	67	96	3	18	63	13	94	50	73	22	84	18	69	84	17	78	88	11	24	69	55	72	30	72	99	90	69	33	22	17	75	27	92	4	81	45	13	54	76	84	62	80	36	8	27	53	6	67	40	56	37	51	51	35	52	58	24	72	47	45	4	44	3	57	35	24	21	89	88	75	41	91	70	79	65	51	61	80	51	88	83	56	93	75	13	22	43	20	67	63	11	49	59	1	
12575	14300	8205	566	415	6294	6741	5045	6494	4761	4588	6319	4815	13676	10039	1107	7741	10822	7755	4791	8668	9504	14705	12585	10695	11794	13008	1021	9068	10729	4985	11350	11968	12057	9608	5091	12265	8703	6414	11724	9767	13078	4894	4625	11532	5678	6220	10270	5119	9733	5417	6423	11751	850	10144	9675	4964	10925	14896	12698	11017	696	11432	7136	12174	9738	4146	6648	14010	8750	6543	7023	2477	7791	2470	7175	2389	9781	12731	13002	7918	4088	11522	13352	11704	8161	12734	14542	7822	8150	10735	3072	868	824	5995	12669	1036	2702	9473	860	7567	4425	1948	10216	5288	5404	11352	5506	6517	2132	214	11409	13559	5365	10323	1812	8805	4429	2578	907	12131	13663	3580	11567	13591	14593	11880	6930	502	3598	6336	4375	6532	3527	2867	9277	13167	9803	8664	12179	4925	13542	14532	6196	8715	12429	8962	13915	67	2359	5100	897	14962	10094	4429	8927	6134	10438	7903	12348	6822	12459	13325	10014	6280	8719	5054	5728	10333	12261	9376	973	5252	9878	12311	11617	14167	11531	7573	8141	9131	9519	1337	380	2636	12309	2321	1872	6928	11463	3252	5099	5503	1751	12120	1719	13868	2569	4734	14640	163	6387	6497	11547	11869	11672	10448	10621	10046	6206	14235	8847	11516	13386	2696	13728	10535	7609	9189	3197	11232	5727	7583	4809	1206	6081	7293	14361	3177	7363	13544	4830	5190	3075	980	14880	10921	4415	11355	14660	10592	2329	115	1611	9371	11246	6100	9057	3488	584	53	1866	11032	6053	1114	14753	2796	2590	11363	14129	4626	10344	13692	3517	7298	608	1721	2973	239	13311	2961	3879	4347	8109	4128	7988	1577	10201	8939	12885	10338	13108	2731	7871	9998	5174	9386	6902	8394	653	14885	3185	507	8565	2800	6617	7526	14552	10606	3806	
0	63	82	45	70	72	46	72	53	72	58	44	62	62	68	60	54	41	42	64	79	52	78	23	29	69	72	51	44	52	33	51	53	69	29	17	7	42	24	56	64	75	68	31	82	63	57	18	38	58	65	47	90	12	56	60	69	67	78	46	68	68	13	48	71	53	80	28	41	62	30	50	85	17	37	48	60	69	29	46	49	21	47	60	41	24	67	57	63	76	39	35	51	70	60	69	31	54	80	77	70	43	76	47	54	34	58	42	74	43	55	42	43	56	39	70	52	47	56	41	28	89	66	59	39	53	69	78	48	26	8	96	72	46	55	63	17	89	71	9	50	17	58	60	52	80	56	22	60	52	87	70	51	21	28	24	70	70	44	66	19	37	32	50	92	60	65	33	9	38	13	20	83	44	85	70	62	44	81	35	76	72	43	65	70	63	60	42	55	30	60	51	35	60	68	74	42	31	34	48	29	58	75	65	84	48	16	47	55	43	56	31	50	45	45	37	45	54	6	51	42	96	43	28	46	37	74	84	38	67	43	65	67	53	42	21	54	64	63	47	46	49	56	64	37	94	68	23	64	51	5	13	55	34	71	55	80	10	76	29	73	65	1	64	23	53	59	38	98	9	3	50	39	80	74	72	56	40	27	17	36	10	67	61	52	61	66	39	94	75	26	29	62	78	69	8	35	52	58	48	68	
63	0	43	17	15	52	18	47	51	51	61	49	5	1	26	22	22	53	27	62	34	14	36	39	40	74	21	35	45	67	29	26	18	62	43	46	56	31	42	22	68	18	62	38	29	17	13	46	47	5	2	61	41	51	12	17	10	17	42	22	10	46	50	64	11	9	40	34	36	61	47	16	35	53	50	51	7	13	34	22	24	52	61	44	58	43	56	11	2	40	23	43	51	30	13	73	38	16	33	27	23	50	57	17	14	30	29	49	33	20	18	59	60	15	54	61	45	20	28	45	36	40	69	53	41	29	67	25	48	41	55	49	33	17	9	14	51	43	65	53	13	46	70	4	54	33	54	41	52	68	39	30	13	59	37	38	38	41	32	12	50	32	32	26	46	46	52	31	59	27	49	43	39	27	49	67	54	19	34	29	17	41	20	7	18	32	58	25	58	37	28	56	46	32	34	21	21	39	31	16	60	33	51	41	41	23	46	23	24	21	37	32	14	17	39	25	34	8	61	40	41	50	39	40	24	26	12	32	49	11	23	36	40	12	23	41	9	14	44	50	54	17	7	51	50	45	20	39	20	15	59	50	20	30	12	25	53	53	42	50	26	52	61	32	50	64	22	26	50	59	60	14	56	31	40	9	15	37	58	52	34	52	15	30	15	35	60	29	47	28	49	34	5	24	11	59	54	10	38	19	49	
82	43	0	48	57	21	45	16	38	21	43	43	38	43	18	25	31	49	42	39	10	38	7	64	53	50	22	31	41	54	55	32	34	35	53	66	76	40	59	28	47	28	36	52	18	27	56	72	48	46	41	51	13	74	36	29	50	26	5	61	52	20	71	54	34	47	3	58	41	40	53	40	14	66	50	42	37	55	56	61	35	62	51	26	53	59	30	54	45	6	53	48	39	14	56	49	51	58	11	17	20	45	24	55	36	61	25	45	10	49	61	53	53	58	51	33	34	59	26	44	55	13	46	33	44	30	42	20	40	56	78	15	11	47	41	57	65	10	37	75	51	67	53	47	41	11	37	62	32	55	11	14	42	67	55	64	12	14	38	31	63	46	53	33	11	27	28	63	74	48	71	66	6	39	6	40	32	46	11	51	30	12	47	50	61	20	38	43	41	53	22	43	49	22	15	23	49	51	51	43	63	24	17	19	5	63	70	37	29	45	27	57	43	50	38	57	37	46	78	33	41	14	40	54	63	51	38	17	49	32	43	17	17	53	45	64	44	57	23	42	45	39	49	28	50	15	23	65	63	55	77	74	63	51	32	29	15	75	7	56	17	28	81	18	60	50	27	48	16	74	81	41	52	14	9	44	33	42	63	66	46	72	28	21	56	21	35	44	12	15	58	62	38	21	32	75	53	49	25	40	22	
45	17	48	0	28	50	3	46	42	49	52	37	16	16	30	22	18	40	14	54	41	9	41	22	23	65	30	27	33	55	12	19	14	56	27	28	38	19	25	20	60	31	55	21	40	21	16	29	33	13	19	49	51	34	13	19	25	24	45	14	24	43	32	52	26	8	45	17	23	53	32	8	45	36	36	41	15	26	17	14	15	35	49	39	45	26	50	15	18	43	6	29	42	33	19	65	22	15	40	35	29	38	55	8	11	14	26	36	38	3	18	46	47	17	40	55	36	12	24	32	19	50	61	45	27	22	60	35	38	24	38	58	36	1	10	22	34	51	59	36	7	29	59	15	44	40	45	23	45	56	48	33	6	42	20	21	39	41	21	21	33	17	15	18	54	40	47	16	41	10	31	25	45	15	53	60	47	2	42	12	32	42	3	21	29	31	49	11	48	20	27	46	32	29	35	31	4	23	14	5	44	29	50	38	47	16	29	13	20	5	31	14	5	3	28	10	23	9	44	32	29	59	27	23	16	9	28	43	36	22	9	35	39	11	7	24	8	23	40	39	42	9	12	46	36	55	27	22	26	11	42	33	20	13	26	21	54	35	44	35	33	47	44	32	33	53	21	9	59	41	43	6	42	39	42	26	14	24	42	35	19	35	24	29	12	32	53	15	55	35	32	17	16	35	24	41	39	8	33	9	46	
70	15	57	28	0	67	30	62	66	67	76	63	21	16	41	37	37	68	41	77	47	29	50	47	51	89	34	51	60	81	39	41	34	77	55	55	64	45	52	38	84	29	77	50	41	33	13	52	61	16	16	75	53	58	27	32	6	32	57	24	5	62	58	78	22	20	54	44	50	77	60	30	47	63	63	66	23	2	44	24	39	63	75	60	72	53	71	13	13	55	32	56	67	45	10	89	50	16	46	40	37	65	73	23	29	36	45	63	48	31	16	73	74	14	67	76	60	23	43	59	46	52	84	68	55	44	83	37	63	52	62	61	47	28	23	7	61	55	80	61	21	55	85	14	69	46	69	50	67	82	51	45	26	70	47	46	53	56	47	26	60	45	42	42	58	62	68	37	68	38	57	51	52	41	63	82	70	30	46	40	28	56	31	8	4	48	73	38	73	48	44	71	60	47	49	33	32	51	42	29	73	49	66	56	54	23	54	38	39	33	53	41	26	26	54	33	49	20	70	56	55	62	53	51	25	36	20	44	63	25	36	51	56	17	35	50	21	6	60	65	68	31	16	67	63	57	34	47	10	19	68	57	17	41	24	41	68	60	56	63	40	68	69	48	61	79	37	37	62	68	67	27	70	43	55	13	31	51	70	62	47	61	29	46	18	50	75	42	59	41	61	41	21	36	24	68	67	19	54	33	65	
72	52	21	50	67	0	46	5	21	1	23	28	46	51	27	30	32	33	39	18	28	42	23	59	44	29	36	24	28	34	52	30	36	14	44	58	66	35	51	31	26	43	15	44	36	34	62	66	34	53	51	33	34	67	41	35	61	36	16	64	62	6	63	35	47	52	21	53	33	19	42	42	34	55	36	26	44	65	51	64	34	51	33	12	36	50	9	60	54	17	53	37	22	23	63	28	43	63	29	33	31	30	5	58	40	60	24	30	23	49	66	36	36	64	36	12	20	62	25	31	49	34	25	15	34	27	21	36	25	48	69	35	22	49	46	66	55	31	16	66	55	59	32	55	23	29	18	55	14	35	32	24	46	54	49	59	14	11	32	41	53	40	49	31	32	12	8	62	64	46	63	59	26	36	18	19	12	47	30	48	45	12	47	59	71	20	18	41	22	46	24	25	37	21	18	37	49	43	47	45	48	20	4	11	26	66	63	36	30	45	19	54	46	53	28	57	30	51	67	21	31	34	30	46	66	49	51	36	35	43	42	16	11	58	44	58	49	66	10	26	29	41	55	9	36	36	33	60	72	59	67	67	68	47	45	29	8	67	14	43	30	8	71	19	49	30	30	46	36	64	71	44	36	32	14	56	38	33	49	55	39	63	39	21	61	18	14	40	33	30	46	59	46	38	44	64	39	54	17	40	4	
46	18	45	3	30	46	0	43	39	45	49	34	16	17	27	19	15	38	11	51	38	7	39	23	22	62	28	24	31	52	12	16	11	53	25	28	39	16	24	17	57	30	52	20	38	19	19	30	31	14	20	46	48	34	11	17	26	22	42	17	25	40	33	49	25	9	42	17	20	50	30	5	43	35	34	38	14	28	16	17	12	34	46	36	43	25	47	18	19	40	8	26	39	31	21	62	20	18	38	33	27	35	52	12	9	16	23	34	35	3	21	43	44	19	38	52	33	15	21	30	18	48	58	42	25	19	57	34	35	23	38	56	34	2	9	24	33	49	55	36	9	29	56	16	41	38	42	23	42	53	46	31	5	41	19	22	36	38	18	20	32	15	14	15	52	37	44	18	41	9	32	25	43	12	50	57	44	1	39	11	31	39	2	22	31	28	46	8	45	19	24	43	29	26	32	29	4	21	13	2	43	26	47	35	45	19	30	10	17	3	28	15	4	6	25	12	20	10	43	29	26	56	24	22	19	8	28	41	33	21	6	32	36	14	5	24	9	25	37	36	39	6	13	43	34	53	25	23	29	14	42	34	23	12	25	18	51	36	41	33	30	44	44	29	32	50	18	8	57	41	43	5	40	37	39	27	12	21	40	34	17	35	22	26	15	29	50	12	53	33	31	18	16	33	23	41	37	10	30	6	43	
72	47	16	46	62	5	43	0	23	5	27	29	41	46	22	25	28	35	36	23	22	37	18	57	43	34	30	22	29	38	49	27	32	19	43	57	66	32	50	26	31	37	20	43	30	29	58	65	35	48	46	36	29	66	37	30	56	30	11	60	57	5	62	38	41	47	16	51	32	24	42	38	28	55	37	28	39	60	49	60	31	51	36	12	39	49	14	56	49	11	50	36	24	17	59	33	42	59	23	27	26	31	10	54	36	57	20	31	17	46	62	38	38	59	37	17	20	58	22	32	48	29	30	18	33	24	26	31	26	47	68	30	16	45	42	61	55	26	22	65	51	58	37	50	25	23	21	54	17	39	27	18	41	55	47	57	9	5	30	36	53	38	47	28	27	12	12	59	64	43	62	58	21	33	14	25	16	44	24	45	39	6	44	54	66	15	22	38	26	44	19	28	37	17	13	31	46	42	44	41	50	17	4	8	21	62	62	33	26	42	16	51	42	49	27	54	28	47	67	21	30	30	29	45	62	46	46	30	36	38	39	11	7	54	41	56	44	61	9	27	31	37	50	12	37	31	28	58	67	55	67	65	64	44	39	25	8	66	9	44	24	12	71	14	49	34	26	43	32	64	71	40	38	26	8	51	33	32	50	55	37	63	33	17	56	14	19	37	28	24	46	56	41	32	39	64	40	49	14	37	6	
53	51	38	42	66	21	39	23	0	20	9	8	46	50	34	31	29	12	28	13	41	37	37	44	28	23	42	15	10	17	39	25	32	17	26	41	47	23	34	29	17	49	16	28	48	36	58	50	15	50	52	13	50	49	39	35	61	40	32	55	62	18	45	16	51	47	37	38	19	11	22	36	48	35	16	5	44	64	36	55	27	31	13	12	15	33	14	56	53	32	42	19	1	32	60	23	27	57	42	43	38	9	23	51	37	47	23	10	35	40	60	15	15	58	15	17	6	54	24	13	34	50	18	6	17	22	18	46	5	31	50	53	33	41	43	62	36	47	19	47	49	42	18	52	3	42	4	39	7	18	47	33	41	33	33	44	26	24	20	43	33	26	35	24	49	10	12	49	44	34	45	43	41	26	38	19	9	39	43	35	51	26	38	58	69	24	8	31	6	30	25	6	18	22	27	44	39	27	33	38	27	19	24	19	42	58	46	29	27	36	15	40	41	45	13	46	18	47	47	10	14	52	15	30	57	37	55	49	14	46	33	23	21	53	34	42	45	63	14	5	7	35	51	12	16	53	39	45	67	53	47	49	62	34	49	26	29	48	30	23	39	12	51	25	30	13	30	34	54	44	52	39	15	44	29	58	36	19	28	36	25	44	42	24	54	21	14	28	50	40	26	45	46	47	47	44	18	48	15	33	17	
72	51	21	49	67	1	45	5	20	0	23	27	45	51	26	29	31	33	38	18	27	41	23	58	43	29	35	23	27	34	51	29	35	14	43	57	65	34	50	30	26	42	15	43	36	33	61	65	34	52	51	32	34	66	40	34	61	35	16	63	62	5	62	34	46	51	21	52	32	19	41	41	34	54	35	25	43	64	50	63	33	50	32	11	36	49	9	60	53	16	52	36	21	22	63	28	42	62	29	32	31	29	6	57	39	59	23	30	22	48	65	35	35	63	35	12	19	61	25	30	48	34	25	14	33	26	21	36	24	47	68	35	21	48	45	65	54	31	16	65	54	58	32	54	22	29	18	54	13	35	32	23	45	53	48	58	14	10	31	40	52	39	48	30	32	11	8	61	63	45	62	58	26	35	18	19	12	46	29	47	44	11	46	58	70	19	18	40	22	45	23	25	36	20	17	37	48	42	46	44	48	19	4	10	26	65	62	35	29	44	18	53	45	52	27	56	29	50	66	20	30	34	29	45	65	48	50	36	34	42	41	15	10	57	43	57	48	65	9	25	28	40	54	8	35	36	33	59	71	58	66	66	67	46	44	28	9	66	14	42	30	8	70	18	48	30	29	45	36	63	70	43	36	31	14	56	37	32	48	55	38	62	38	21	60	17	14	39	33	29	45	58	45	37	43	64	38	53	16	39	3	
