4  30
17	57	16	52	11	82	28	40	17	21	33	77	12	45	80	71	43	27	25	76	49	26	49	39	63	55	4	82	41	39	
4	31	30	95	54	58	16	25	29	48	73	66	88	63	39	83	56	16	57	49	47	17	97	4	53	14	99	27	82	86	
51	20	76	13	51	39	80	79	50	64	90	31	45	49	68	55	5	45	42	91	99	28	70	43	25	36	6	5	86	43	
30	76	23	70	85	59	63	64	93	37	71	52	76	16	71	83	60	18	34	84	1	32	87	39	91	89	50	1	95	81	
688	1020	1186	1215	1305	311	961	1394	264	762	1293	1240	784	1428	1396	219	817	1254	634	755	974	149	566	827	67	948	1429	358	63	511	
0	36	61	45	57	70	44	76	35	91	13	47	53	53	68	58	66	74	29	53	62	56	67	40	57	78	34	73	82	63	59	
36	0	29	10	21	44	13	40	14	59	24	32	20	29	34	23	38	38	32	18	27	21	33	4	21	43	17	36	50	31	39	
61	29	0	20	26	56	18	30	27	58	49	57	9	48	7	10	49	30	61	29	29	11	37	25	14	35	29	26	50	40	58	
45	10	20	0	15	43	8	31	16	54	33	38	11	31	24	13	37	30	41	15	21	11	28	6	12	35	19	28	45	29	41	
57	21	26	15	0	30	23	18	32	38	46	34	20	23	24	15	23	17	45	5	5	15	13	18	11	21	35	16	29	14	32	
70	44	56	43	30	0	51	35	58	26	63	25	50	16	53	45	6	33	45	28	26	45	20	43	42	32	61	36	21	16	13	
44	13	18	8	23	51	0	37	10	61	31	44	9	39	24	15	45	36	45	23	28	13	36	10	16	41	13	33	52	37	49	
76	40	30	31	18	35	37	0	47	28	64	49	30	36	24	22	29	2	63	23	15	24	15	36	21	5	50	4	21	21	43	
35	14	27	16	32	58	10	47	0	70	22	46	19	43	34	26	52	46	42	30	37	24	45	15	26	51	3	44	61	44	53	
91	59	58	54	38	26	61	28	70	0	82	51	56	39	52	49	26	28	70	40	32	50	25	56	46	23	73	32	8	27	39	
13	24	49	33	46	63	31	64	22	82	0	44	40	47	55	46	59	63	30	43	51	43	57	28	45	68	21	61	73	54	54	
47	32	57	38	34	25	44	49	46	51	44	0	48	13	58	47	25	47	20	29	34	46	34	34	43	49	48	48	44	28	12	
53	20	9	11	20	50	9	30	19	56	40	48	0	40	14	7	44	29	52	22	25	6	33	16	10	35	22	26	48	35	51	
53	29	48	31	23	16	39	36	43	39	47	13	40	0	47	37	13	34	31	19	22	36	21	29	33	36	46	36	31	15	10	
68	34	7	24	24	53	24	24	34	52	55	58	14	47	0	11	47	24	65	28	27	13	33	30	14	29	36	20	45	37	57	
58	23	10	13	15	45	15	22	26	49	46	47	7	37	11	0	38	22	53	18	18	2	26	19	3	27	29	18	41	29	47	
66	38	49	37	23	6	45	29	52	26	59	25	44	13	47	38	0	27	44	22	20	39	14	37	35	27	55	30	18	9	15	
74	38	30	30	17	33	36	2	46	28	63	47	29	34	24	22	27	0	61	21	13	23	13	34	20	5	49	4	20	19	41	
29	32	61	41	45	45	45	63	42	70	30	20	52	31	65	53	44	61	0	40	47	51	49	35	51	64	43	61	62	44	33	
53	18	29	15	5	28	23	23	30	40	43	29	22	19	28	18	22	21	40	0	8	17	14	16	14	25	33	21	31	14	29	
62	27	29	21	5	26	28	15	37	32	51	34	25	22	27	18	20	13	47	8	0	19	8	23	15	17	40	14	24	10	31	
56	21	11	11	15	45	13	24	24	50	43	46	6	36	13	2	39	23	51	17	19	0	27	17	4	29	26	20	42	29	46	
67	33	37	28	13	20	36	15	45	25	57	34	33	21	33	26	14	13	49	14	8	27	0	30	23	15	48	16	16	6	27	
40	4	25	6	18	43	10	36	15	56	28	34	16	29	30	19	37	34	35	16	23	17	30	0	17	39	18	33	47	29	39	
57	21	14	12	11	42	16	21	26	46	45	43	10	33	14	3	35	20	51	14	15	4	23	17	0	25	29	17	38	26	43	
78	43	35	35	21	32	41	5	51	23	68	49	35	36	29	27	27	5	64	25	17	29	15	39	25	0	54	9	17	21	41	
34	17	29	19	35	61	13	50	3	73	21	48	22	46	36	29	55	49	43	33	40	26	48	18	29	54	0	47	64	47	56	
73	36	26	28	16	36	33	4	44	32	61	48	26	36	20	18	30	4	61	21	14	20	16	33	17	9	47	0	25	22	43	
82	50	50	45	29	21	52	21	61	8	73	44	48	31	45	41	18	20	62	31	24	42	16	47	38	17	64	25	0	19	33	
63	31	40	29	14	16	37	21	44	27	54	28	35	15	37	29	9	19	44	14	10	29	6	29	26	21	47	22	19	0	21	
59	39	58	41	32	13	49	43	53	39	54	12	51	10	57	47	15	41	33	29	31	46	27	39	43	41	56	43	33	21	0	

