2  20
60	34	28	83	97	92	28	11	69	89	55	96	57	69	80	64	23	70	38	100	
78	13	82	63	58	7	72	67	84	51	75	51	67	71	84	79	22	49	30	82	
638	928	880	786	332	183	629	63	479	449	482	686	197	590	465	862	975	682	496	859	
0	35	38	56	66	53	85	74	24	53	44	69	65	48	4	57	59	51	59	79	60	
35	0	45	42	58	18	58	42	11	19	51	41	52	44	31	56	27	53	48	66	53	
38	45	0	29	31	57	63	63	40	52	6	52	33	14	37	19	50	13	27	45	24	
56	42	29	0	17	43	34	38	44	37	30	25	10	15	53	23	30	23	7	24	14	
66	58	31	17	0	61	42	53	60	55	28	39	10	18	64	14	47	18	10	15	6	
53	18	57	43	61	0	48	27	29	7	62	32	52	51	49	63	17	61	51	64	57	
85	58	63	34	42	48	0	23	66	41	64	17	34	49	81	55	31	57	38	33	45	
74	42	63	38	53	27	23	0	52	22	66	14	43	52	70	61	15	61	44	50	52	
24	11	40	44	60	29	66	52	0	30	46	49	54	43	20	55	37	50	50	69	54	
53	19	52	37	55	7	41	22	30	0	57	25	46	46	49	58	10	55	44	57	51	
44	51	6	30	28	62	64	66	46	57	0	54	32	15	43	15	54	9	27	43	22	
69	41	52	25	39	32	17	14	49	25	54	0	29	39	65	48	15	48	30	36	38	
65	52	33	10	10	52	34	43	54	46	32	29	0	18	62	21	38	23	5	14	11	
48	44	14	15	18	51	49	52	43	46	15	39	18	0	46	12	41	10	13	32	11	
4	31	37	53	64	49	81	70	20	49	43	65	62	46	0	55	55	50	56	76	57	
57	56	19	23	14	63	55	61	55	58	15	48	21	12	55	0	52	5	17	29	10	
59	27	50	30	47	17	31	15	37	10	54	15	38	41	55	52	0	51	37	48	45	
51	53	13	23	18	61	57	61	50	55	9	48	23	10	50	5	51	0	19	33	13	
59	48	27	7	10	51	38	44	50	44	27	30	5	13	56	17	37	19	0	20	8	
79	66	45	24	15	64	33	50	69	57	43	36	14	32	76	29	48	33	20	0	21	
60	53	24	14	6	57	45	52	54	51	22	38	11	11	57	10	45	13	8	21	0	

