2  20
60	67	83	57	28	4	38	2	20	70	55	96	24	19	48	17	5	26	44	72	
12	61	28	85	3	40	37	17	14	13	84	15	10	49	38	75	29	90	44	9	
614	469	970	196	879	672	714	335	128	153	51	635	788	197	339	897	870	756	276	323	
0	17	78	23	60	47	82	49	59	38	69	34	56	76	53	34	66	38	55	66	89	
17	0	62	12	45	37	66	32	43	27	55	21	42	60	40	18	49	22	38	51	72	
78	62	0	63	25	46	14	29	33	46	53	46	50	11	59	51	18	47	23	24	11	
23	12	63	0	52	47	70	35	39	37	46	30	33	64	30	13	48	17	41	58	73	
60	45	25	52	0	21	22	20	38	23	62	25	53	18	59	42	28	41	16	6	36	
47	37	46	47	21	0	42	30	51	10	73	17	62	38	65	43	45	43	30	24	57	
82	66	14	70	22	42	0	35	45	45	67	48	62	6	70	59	30	56	29	18	19	
49	32	29	35	20	30	35	0	21	24	43	20	33	29	39	23	18	21	6	25	39	
59	43	33	39	38	51	45	21	0	44	23	39	17	39	26	26	15	21	22	42	38	
38	27	46	37	23	10	45	24	44	0	64	7	53	41	55	32	41	33	26	28	57	
69	55	53	46	62	73	67	43	23	64	0	58	13	62	17	37	37	33	45	66	56	
34	21	46	30	25	17	48	20	39	7	58	0	46	42	49	25	38	27	24	31	57	
56	42	50	33	53	62	62	33	17	53	13	46	0	56	9	24	32	20	37	58	55	
76	60	11	64	18	38	6	29	39	41	62	42	56	0	64	52	25	50	23	14	20	
53	40	59	30	59	65	70	39	26	55	17	49	9	64	0	24	41	22	44	65	64	
34	18	51	13	42	43	59	23	26	32	37	25	24	52	24	0	35	4	29	48	60	
66	49	18	48	28	45	30	18	15	41	37	38	32	25	41	35	0	31	15	30	25	
38	22	47	17	41	43	56	21	21	33	33	27	20	50	22	4	31	0	27	46	56	
55	38	23	41	16	30	29	6	22	26	45	24	37	23	44	29	15	27	0	21	33	
66	51	24	58	6	24	18	25	42	28	66	31	58	14	65	48	30	46	21	0	34	
89	72	11	73	36	57	19	39	38	57	56	57	55	20	64	60	25	56	33	34	0	

