2  20
60	65	46	77	23	40	66	75	71	14	54	96	27	71	51	75	50	95	61	88	
17	2	65	49	36	42	32	68	6	100	11	9	37	85	100	63	47	16	86	92	
542	992	289	329	618	236	969	199	977	217	660	482	661	922	911	52	556	980	568	615	
0	35	70	63	43	26	63	49	28	47	68	32	54	65	91	29	51	62	61	76	42	
35	0	35	45	10	11	28	24	19	11	35	23	38	30	55	8	28	27	44	49	21	
70	35	0	41	26	47	8	43	52	24	11	46	40	6	21	41	31	8	42	28	34	
63	45	41	0	37	54	42	67	63	42	30	32	9	42	58	44	17	36	2	20	24	
43	10	26	37	0	21	20	30	29	6	25	23	31	22	47	14	20	18	37	39	16	
26	11	47	54	21	0	39	24	8	22	47	27	46	41	66	10	38	39	53	60	30	
63	28	8	42	20	39	0	35	44	17	15	41	39	2	27	34	29	5	43	33	31	
49	24	43	67	30	24	35	0	21	25	48	47	61	37	56	30	50	38	67	65	45	
28	19	52	63	29	8	44	21	0	28	54	35	55	46	71	19	46	45	61	68	38	
47	11	24	42	6	22	17	25	28	0	26	29	36	19	44	18	26	17	42	41	22	
68	35	11	30	25	47	15	48	54	26	0	40	30	14	29	39	22	10	31	18	28	
32	23	46	32	23	27	41	47	35	29	40	0	23	43	67	17	20	37	30	44	12	
54	38	40	9	31	46	39	61	55	36	30	23	0	40	59	35	10	34	7	25	16	
65	30	6	42	22	41	2	37	46	19	14	43	40	0	25	36	30	6	43	32	32	
91	55	21	58	47	66	27	56	71	44	29	67	59	25	0	62	51	30	60	40	56	
29	8	41	44	14	10	34	30	19	18	39	17	35	36	62	0	28	33	42	50	19	
51	28	31	17	20	38	29	50	46	26	22	20	10	30	51	28	0	24	16	24	9	
62	27	8	36	18	39	5	38	45	17	10	37	34	6	30	33	24	0	37	28	26	
61	44	42	2	37	53	43	67	61	42	31	30	7	43	60	42	16	37	0	22	23	
76	49	28	20	39	60	33	65	68	41	18	44	25	32	40	50	24	28	22	0	33	
42	21	34	24	16	30	31	45	38	22	28	12	16	32	56	19	9	26	23	33	0	

