2  100
42	32	36	61	48	23	71	22	100	64	46	30	87	42	85	7	6	18	12	32	39	48	83	87	10	87	6	86	30	15	69	39	94	94	76	6	60	12	39	89	58	7	100	20	55	41	43	3	37	9	64	44	30	47	68	53	17	42	49	30	69	88	31	37	68	4	27	62	12	61	82	63	94	13	74	25	55	3	22	95	84	30	93	36	71	43	36	68	92	51	52	32	30	23	29	53	9	56	32	24	
42	82	91	98	71	17	86	14	9	93	53	24	56	83	16	72	89	77	78	80	12	8	60	79	70	70	44	71	89	58	86	29	67	52	58	40	80	71	8	95	14	43	67	18	87	84	8	59	88	62	89	29	84	20	72	1	28	41	59	66	7	36	40	54	80	13	82	24	42	41	66	19	46	49	98	99	42	68	93	45	51	71	68	46	41	12	39	68	17	17	60	3	90	31	95	17	53	75	60	74	
181	514	1863	3783	2970	3718	4235	3816	661	4132	2542	901	2029	2368	787	2631	2223	1266	3300	4525	1561	2133	1865	2016	4824	4984	384	3735	1851	550	4816	425	1984	3720	2677	4776	4304	2326	3435	2650	1002	4609	703	282	4729	4810	1823	2983	4172	713	600	1019	2104	1420	4120	1167	526	740	4264	1398	3001	3010	4856	1642	2753	2458	4955	2549	1884	2928	4672	1034	574	3846	3332	3832	1623	4568	1908	3490	3847	2505	4298	2388	4933	2522	4614	4452	2129	3094	4569	745	1465	1467	3570	2281	4070	3120	656	2656	
0	51	49	32	43	78	57	33	51	40	56	45	53	49	25	38	8	70	69	78	47	30	76	69	10	24	65	39	72	83	76	58	74	73	10	74	55	63	76	44	75	36	33	20	45	61	58	61	52	72	50	15	79	55	65	88	76	49	53	65	62	62	60	67	36	59	39	34	58	68	37	43	76	62	44	54	29	61	63	79	54	55	62	48	57	10	11	75	74	33	73	49	50	62	43	68	51	61	69	90	54	
51	0	66	19	61	46	22	54	30	43	53	23	73	64	33	62	43	26	36	47	63	40	36	30	49	40	67	27	29	56	43	76	40	34	41	42	34	61	48	41	39	18	39	52	56	26	19	23	56	32	27	36	53	39	64	70	38	14	61	73	60	25	9	39	53	11	63	17	34	78	17	14	71	71	54	36	22	65	81	65	34	10	68	9	16	41	46	64	58	57	61	70	37	49	60	24	65	19	55	69	10	
49	66	0	51	6	59	54	16	42	23	23	44	7	3	38	12	45	68	55	57	3	28	65	61	39	31	20	39	66	57	59	10	59	63	45	56	40	23	53	26	61	48	27	29	10	55	57	57	15	64	43	46	53	36	23	52	63	53	11	17	22	56	72	50	14	67	11	53	43	19	50	52	34	13	12	38	53	16	15	42	39	62	16	58	59	49	39	37	41	16	37	5	34	34	6	67	4	61	36	56	61	
32	19	51	0	46	51	27	37	27	30	45	18	58	50	14	46	24	39	41	52	48	23	46	40	29	22	57	17	41	59	49	62	46	44	22	47	32	53	51	31	46	6	24	34	42	32	27	31	45	42	24	17	55	35	56	69	47	18	49	62	52	32	28	41	37	27	46	2	33	67	6	12	65	60	41	32	4	55	67	62	31	23	57	16	25	22	26	60	55	40	57	54	31	44	45	37	51	30	51	70	22	
43	61	6	46	0	58	50	10	38	18	22	39	12	6	32	7	39	65	53	56	4	22	62	58	33	25	24	34	63	57	58	16	57	61	39	55	38	25	52	22	59	43	22	23	7	51	53	53	14	61	39	40	52	34	26	54	61	49	12	22	23	53	68	48	8	62	7	48	41	25	44	47	37	18	9	35	47	19	21	43	37	58	20	53	55	43	33	39	41	10	38	8	31	33	1	63	8	57	37	58	57	
78	46	59	51	58	0	25	58	26	43	36	33	65	56	53	64	69	24	10	2	56	50	12	16	70	55	45	38	20	11	3	65	6	13	68	4	23	39	7	38	8	45	47	67	51	20	26	22	44	16	28	64	10	24	41	28	9	34	48	54	39	20	44	11	54	36	64	51	20	59	45	40	39	54	49	24	56	47	67	29	24	35	49	38	29	70	68	32	23	61	29	64	29	25	57	25	55	26	25	25	35	
57	22	54	27	50	25	0	46	12	31	36	13	61	51	32	54	48	15	14	26	50	34	18	12	51	38	49	19	15	34	22	63	19	16	46	21	15	43	26	28	19	21	32	51	44	5	3	4	41	15	10	42	31	20	46	48	19	10	46	57	42	5	23	17	43	15	54	26	13	62	21	15	50	55	42	17	31	48	67	43	15	12	51	13	6	48	48	43	36	50	40	58	20	29	49	13	51	7	34	47	12	
33	54	16	37	10	58	46	0	35	15	26	34	21	16	23	8	29	61	52	56	14	14	61	56	23	15	31	28	60	59	57	25	56	59	29	54	36	31	53	20	58	35	14	14	11	48	49	50	19	59	35	30	54	33	33	59	60	43	20	31	29	49	61	47	3	56	9	39	39	35	36	40	44	28	12	34	38	27	31	48	35	52	28	46	49	33	23	44	45	4	43	17	29	35	10	59	18	53	40	62	51	
51	30	42	27	38	26	12	35	0	20	24	8	49	39	26	42	43	26	18	26	38	24	26	21	44	29	37	12	25	32	25	51	22	24	41	22	5	31	24	16	24	20	22	41	32	13	15	15	29	24	3	38	28	9	34	42	25	15	34	45	31	14	33	15	32	26	43	27	6	50	21	18	41	43	29	6	31	37	54	36	5	22	39	20	17	43	41	35	29	39	32	46	8	19	37	25	39	19	26	43	21	
40	43	23	30	18	43	31	15	20	0	17	20	30	21	19	22	32	46	37	42	19	9	46	41	30	16	28	16	45	45	42	33	41	44	31	39	21	24	39	5	43	25	7	24	13	33	34	35	15	44	21	31	41	18	27	48	45	30	18	32	23	34	49	32	12	43	22	31	24	37	27	29	37	29	11	19	32	25	37	38	20	39	27	34	36	35	28	35	33	19	33	27	14	22	18	45	22	39	29	50	38	
56	53	23	45	22	36	36	26	24	17	0	30	29	20	35	30	49	48	34	34	20	26	43	40	46	33	13	28	46	34	36	29	36	42	48	33	21	8	30	14	39	39	24	39	16	35	39	38	8	43	26	48	30	16	11	32	41	39	12	21	7	36	57	27	22	50	29	46	23	26	40	40	20	20	14	19	48	12	32	22	20	46	15	44	42	52	45	18	19	29	16	28	16	11	21	47	19	43	14	36	46	
45	23	44	18	39	33	13	34	8	20	30	0	51	41	20	42	36	28	24	33	40	21	31	25	38	25	43	6	28	41	32	53	29	28	34	29	13	37	33	18	30	12	19	38	34	16	15	17	33	27	5	30	37	17	41	50	31	9	37	50	37	17	29	23	32	23	42	18	14	55	12	10	48	48	31	14	22	42	58	44	13	18	44	14	15	36	35	43	37	37	40	48	14	27	38	26	42	19	34	51	17	
53	73	7	58	12	65	61	21	49	30	29	51	0	9	44	15	49	75	62	63	10	34	72	68	43	37	24	46	73	63	66	5	65	70	50	63	47	28	59	33	68	55	34	33	17	62	64	64	21	71	50	52	59	43	27	56	70	61	17	17	27	63	80	56	21	74	14	60	50	18	56	59	37	15	19	45	59	20	10	46	47	69	19	65	66	53	43	41	46	20	41	4	41	40	12	74	10	68	42	61	69	
49	64	3	50	6	56	51	16	39	21	20	41	9	0	37	13	45	65	52	54	2	26	62	58	39	30	18	37	64	54	56	12	56	60	45	53	38	20	50	23	58	46	25	29	7	52	54	54	12	61	41	46	50	33	21	49	60	51	8	15	19	53	70	47	14	64	12	52	40	19	48	50	32	12	9	35	52	14	16	39	37	60	14	55	56	49	39	34	38	16	34	8	31	31	6	64	2	58	33	53	59	
25	33	38	14	32	53	32	23	26	19	35	20	44	37	0	31	16	47	44	52	35	10	51	45	18	7	47	14	48	58	51	48	49	49	14	49	30	43	50	22	50	14	12	19	29	37	34	37	34	48	25	12	54	31	46	65	51	26	37	50	42	37	41	42	23	38	32	17	32	54	15	21	56	47	28	29	15	44	53	56	29	34	46	27	34	17	15	53	50	25	51	40	26	38	31	45	38	38	46	66	33	
38	62	12	46	7	64	54	8	42	22	30	42	15	13	31	0	34	69	59	62	12	22	68	63	28	23	31	37	68	64	64	20	63	66	35	61	43	33	58	27	65	44	23	18	13	56	57	57	22	66	43	37	59	40	34	61	67	51	20	29	31	57	70	54	10	65	1	48	46	31	45	49	45	25	15	41	46	27	25	51	42	60	27	55	58	39	28	46	49	5	46	11	36	40	8	67	15	61	44	65	59	
8	43	45	24	39	69	48	29	43	32	49	36	49	45	16	34	0	62	60	69	43	22	67	60	7	16	58	31	63	75	67	54	65	64	2	65	46	56	67	36	66	27	25	17	39	52	49	52	45	63	41	7	70	47	59	80	67	40	47	60	55	53	52	58	31	51	35	26	49	64	28	34	70	57	38	46	21	55	59	71	46	47	56	40	48	4	6	68	66	29	65	45	42	54	39	59	47	52	61	82	46	
70	26	68	39	65	24	15	61	26	46	48	28	75	65	47	69	62	0	17	26	64	49	12	8	65	53	60	34	4	35	21	77	18	11	60	21	27	54	29	42	16	34	47	66	58	13	13	11	54	8	25	55	34	32	57	51	15	21	59	69	54	12	21	23	58	15	69	38	25	74	33	27	59	68	56	30	43	61	80	50	28	16	64	22	13	61	62	52	43	65	49	73	34	39	64	2	65	9	43	49	17	
69	36	55	41	53	10	14	52	18	37	34	24	62	52	44	59	60	17	0	11	52	42	9	8	62	47	45	29	13	20	7	63	5	8	58	6	16	38	13	32	6	35	40	59	46	9	16	12	41	9	19	55	18	19	41	35	8	24	45	54	39	10	35	6	49	27	59	41	13	59	35	30	42	53	44	18	46	46	66	33	17	25	48	28	19	61	59	35	26	56	32	60	23	23	52	17	52	17	26	34	25	
78	47	57	52	56	2	26	56	26	42	34	33	63	54	52	62	69	26	11	0	54	49	15	18	69	55	42	38	22	9	5	63	8	15	67	5	22	36	4	36	10	45	46	66	49	21	28	23	42	18	28	64	8	23	38	25	12	35	46	52	37	21	46	10	53	38	62	51	20	56	45	40	37	52	47	23	56	44	65	26	23	36	47	39	31	70	67	29	20	60	26	62	28	23	55	27	53	28	22	23	37	
