2  150
14	42	33	96	71	79	31	77	7	49	61	38	24	4	47	44	100	58	39	87	55	9	36	59	7	70	35	2	80	71	3	12	56	4	88	6	34	67	60	25	92	91	1	76	6	81	17	97	38	88	18	42	30	19	24	65	23	3	43	8	44	41	83	72	67	30	37	72	6	4	20	51	32	94	72	68	80	16	23	20	37	19	40	20	77	2	32	91	32	99	41	2	63	87	5	92	34	83	15	21	28	89	39	97	31	74	53	100	15	20	52	74	42	43	60	86	20	8	34	42	44	50	80	57	43	23	54	45	60	81	94	59	8	24	35	30	7	100	67	35	49	10	84	46	12	3	69	85	50	91	
95	51	86	100	52	26	51	65	5	34	62	95	87	70	20	14	17	48	95	92	73	14	84	4	87	53	24	96	3	41	22	8	68	78	2	46	87	38	23	34	20	90	76	49	48	15	2	67	87	76	45	24	75	55	87	22	23	40	70	72	36	55	59	19	100	13	47	41	59	1	59	53	58	70	49	17	74	36	59	94	33	66	24	25	14	56	92	91	42	79	57	35	82	7	48	86	25	73	98	87	80	2	26	47	62	62	48	32	99	51	61	12	39	100	12	75	74	92	98	38	85	71	7	40	99	52	41	76	72	2	42	42	4	6	56	48	71	80	53	75	100	55	44	36	74	87	7	8	79	17	
5216	6970	6308	3325	4414	7337	6102	2029	4283	4376	4224	5564	6277	1295	1860	4000	3419	6403	799	4989	4491	6155	6963	1735	681	6567	263	4773	1558	703	6965	4607	2791	6855	4720	4225	5048	5331	5097	3413	6069	407	6489	6855	3414	5579	5769	4982	4380	7284	7463	7012	6071	3271	2719	649	1737	6863	5866	7262	6166	1530	1631	2732	7208	5265	2567	6889	169	5617	2700	7415	4675	6869	4602	6234	4669	2356	2756	3282	1757	1645	3552	4510	3309	94	2047	3124	1440	5588	3273	6004	2703	2540	773	2175	700	5206	143	4852	3589	5877	282	4337	1250	7267	5203	554	6448	4267	1469	4630	2581	59	3911	6967	6876	3735	379	2372	7110	4992	2499	2624	3063	7175	3372	398	193	2466	4493	1193	481	298	2239	5205	1838	244	6780	3663	6324	5560	6128	5672	3869	5883	334	3608	6251	2909	
0	45	57	16	55	52	39	65	41	50	6	71	4	66	67	67	26	38	66	62	76	73	61	36	43	31	27	30	57	59	13	83	51	78	51	17	68	53	69	42	60	9	47	61	28	56	57	53	64	96	31	63	43	59	72	71	39	55	62	59	52	69	81	23	80	37	22	58	68	59	58	80	23	50	47	67	68	65	78	82	34	47	53	63	62	76	77	44	56	68	39	32	5	7	14	30	21	86	73	61	30	82	63	10	10	68	77	68	24	74	25	54	45	44	54	8	52	55	68	28	58	85	26	67	73	67	55	57	22	82	11	67	52	82	26	58	81	57	36	14	59	48	61	26	31	73	58	63	25	48	61	
45	0	12	29	40	22	26	19	30	5	41	25	41	43	42	34	20	24	21	28	33	34	33	10	18	18	21	33	39	36	34	37	19	32	33	31	43	30	27	20	34	39	17	15	30	36	11	13	18	50	14	19	16	19	27	30	6	24	43	18	21	25	35	27	36	32	33	16	28	15	14	35	29	37	23	38	29	27	33	38	16	12	24	17	33	31	34	10	40	37	23	16	40	41	34	31	26	40	28	15	18	37	34	36	36	45	36	39	31	29	26	23	23	19	16	38	33	19	45	21	21	39	20	23	34	24	34	36	23	36	34	44	14	37	25	35	36	32	22	34	16	34	16	25	19	33	16	44	22	19	43	
57	12	0	41	48	19	38	7	41	8	52	17	53	39	47	26	32	36	15	31	21	22	38	21	21	31	34	45	47	32	46	25	17	22	42	44	48	28	15	31	41	51	18	3	38	33	7	18	6	40	26	17	19	20	18	27	18	19	51	7	28	19	24	40	24	36	46	5	27	14	2	23	38	47	24	43	18	18	24	26	28	13	21	8	28	19	29	21	49	41	35	29	52	53	45	38	37	32	19	7	27	25	27	47	47	40	24	43	43	22	38	29	32	29	21	49	32	13	40	34	13	29	32	11	22	21	31	43	35	24	46	49	20	24	38	42	28	28	34	45	15	35	10	38	28	30	5	51	35	28	51	
16	29	41	0	43	40	26	49	28	34	12	55	12	56	54	55	9	24	49	46	61	59	47	20	31	15	11	19	44	49	5	67	38	62	38	6	55	43	55	27	46	9	34	45	21	46	41	37	48	80	15	46	30	43	56	55	23	43	49	44	37	53	65	9	65	29	12	43	51	42	43	65	15	38	36	53	54	51	62	67	18	33	41	47	51	61	61	27	44	53	25	16	10	11	10	23	9	69	57	45	17	66	52	7	9	58	62	54	13	57	11	39	31	29	38	10	42	41	58	13	44	69	9	52	59	50	45	44	7	66	5	54	36	66	12	45	65	47	22	10	43	39	45	12	19	57	43	50	10	32	49	
55	40	48	43	0	62	17	51	14	42	54	48	53	84	15	74	38	20	42	22	68	71	15	42	57	30	33	25	2	76	43	65	60	54	6	38	15	70	62	20	11	46	57	49	59	75	42	30	52	69	40	37	55	31	49	36	38	64	7	56	20	43	60	33	69	66	33	54	32	36	51	65	55	5	62	17	67	67	51	70	30	52	64	47	74	62	44	30	1	20	19	31	51	48	53	61	49	55	49	45	48	67	74	49	51	85	71	18	31	46	32	20	17	20	28	52	72	59	85	31	60	60	38	58	71	37	73	7	43	63	47	13	28	66	31	9	51	72	22	53	35	72	41	31	51	36	54	8	34	20	6	
52	22	19	40	62	0	48	25	51	22	46	36	48	21	64	15	33	45	34	49	26	21	55	22	9	36	37	51	62	13	45	38	2	40	56	45	65	8	21	42	57	49	6	22	26	14	26	35	23	55	27	36	10	38	37	47	24	3	66	14	43	38	39	43	31	21	49	15	46	33	18	34	29	59	6	60	16	12	43	33	35	10	2	27	11	30	48	32	63	59	45	34	47	50	38	25	32	50	38	26	23	35	12	43	42	22	26	61	47	41	42	45	45	42	37	44	13	6	22	39	8	45	33	21	22	41	12	58	33	38	42	66	36	35	42	57	47	9	42	38	34	16	30	42	21	50	15	67	38	42	66	
39	26	38	26	17	48	0	43	3	30	38	43	37	69	28	61	21	2	37	24	59	60	22	26	41	13	16	11	18	61	27	59	45	50	12	22	29	54	53	7	20	30	42	40	42	60	33	22	43	67	23	32	39	26	44	37	23	50	23	44	16	39	55	17	61	49	18	42	32	30	40	58	38	13	47	27	55	54	48	63	13	38	50	39	59	55	44	17	18	28	3	14	35	32	36	44	32	54	44	37	31	60	60	33	35	70	62	28	15	43	15	17	7	9	21	36	57	45	70	13	48	57	21	49	60	34	58	18	26	57	31	28	20	59	14	19	50	57	5	36	29	55	34	14	34	38	42	24	16	12	23	
65	19	7	49	51	25	43	0	46	14	60	11	60	42	48	27	39	41	12	32	16	20	39	29	28	37	41	51	50	36	54	18	23	15	45	51	48	33	11	36	42	59	24	4	45	38	10	21	2	32	33	15	26	21	12	24	26	24	52	11	30	14	16	47	18	43	52	10	25	14	7	16	46	50	30	43	17	19	18	20	35	20	27	4	31	12	24	26	51	40	40	35	59	61	53	45	45	25	13	6	35	18	30	55	55	42	20	43	50	16	45	31	37	34	23	57	38	19	42	41	17	21	39	7	20	19	36	45	42	17	54	50	23	17	45	44	22	32	39	53	16	41	9	45	35	27	10	53	42	32	53	
41	30	41	28	14	51	3	46	0	33	40	45	39	72	26	64	24	6	39	24	62	63	21	30	45	17	19	11	16	64	29	61	49	52	10	24	27	58	56	10	19	32	46	43	45	63	36	25	46	69	26	34	43	28	46	38	27	54	21	48	17	41	57	19	64	52	19	45	33	32	43	61	41	9	51	26	59	58	50	66	17	42	53	42	63	58	45	20	15	28	6	18	37	34	39	47	35	56	47	40	34	63	63	35	37	74	65	27	17	45	17	18	9	12	23	38	60	49	74	17	51	59	24	52	63	36	61	16	29	60	33	26	23	62	16	17	52	61	9	39	31	59	37	16	37	39	45	22	19	14	20	
50	5	8	34	42	22	30	14	33	0	46	21	46	43	42	32	25	28	16	27	29	30	33	15	20	23	26	37	41	35	39	32	19	27	35	36	43	30	23	23	35	44	18	10	34	36	6	12	13	46	19	16	18	17	22	27	11	23	45	14	22	20	30	32	32	35	38	12	25	12	10	30	34	39	24	38	25	25	28	34	20	13	24	12	32	26	30	13	42	36	27	21	45	46	39	34	31	36	23	10	22	32	32	41	41	44	32	39	35	24	31	23	25	22	15	43	34	17	44	26	18	34	25	19	30	21	34	37	28	31	39	44	14	32	30	36	32	32	26	39	13	35	11	30	23	30	12	45	27	21	45	
6	41	52	12	54	46	38	60	40	46	0	66	2	60	66	61	21	36	61	59	70	67	59	31	37	28	24	29	56	53	11	77	45	73	50	16	67	47	64	39	58	9	41	55	22	50	52	49	58	92	27	58	37	55	68	67	34	49	61	54	50	65	76	21	74	31	21	53	64	54	53	75	17	49	41	65	62	59	74	77	31	42	47	58	56	71	73	40	55	65	37	29	3	8	8	24	15	81	69	56	25	77	57	5	5	62	71	66	23	69	23	51	43	42	50	2	46	49	62	25	52	80	21	62	67	63	49	56	17	77	7	66	48	76	24	57	77	51	34	8	55	42	57	24	25	70	53	62	22	45	60	
71	25	17	55	48	36	43	11	45	21	66	0	67	53	41	38	45	42	6	26	23	29	33	36	38	41	45	53	46	47	59	17	34	7	43	56	41	44	20	36	37	64	35	14	54	49	14	20	13	25	39	11	36	17	1	15	32	35	47	22	28	5	12	51	22	54	56	21	17	13	18	17	55	48	41	36	27	30	7	23	38	30	38	9	42	16	13	28	48	33	40	39	65	66	60	55	52	15	2	10	43	19	41	61	62	53	27	36	53	5	49	28	36	33	21	64	49	30	53	45	28	14	45	17	29	11	47	41	49	15	60	44	22	18	48	39	11	43	41	60	13	52	9	48	44	17	21	48	46	31	48	
4	41	53	12	53	48	37	60	39	46	2	67	0	62	65	63	22	35	62	58	71	68	59	31	39	28	23	28	55	55	10	78	47	74	49	15	66	49	65	39	57	7	43	56	24	52	53	49	59	92	27	59	39	55	68	68	35	51	60	55	49	65	77	20	76	33	20	54	64	55	54	76	19	48	43	64	63	60	74	78	30	43	48	59	58	72	74	40	54	65	36	29	2	6	10	26	16	82	69	57	26	78	59	5	6	64	72	65	22	70	22	51	42	41	50	4	48	50	64	25	54	81	22	63	69	63	51	55	18	77	7	65	48	77	23	56	77	53	33	10	55	44	57	23	27	70	54	61	22	45	59	
66	43	39	56	84	21	69	42	72	43	60	53	62	0	85	16	51	66	53	70	35	27	76	42	27	56	57	71	83	8	61	49	24	55	77	62	86	14	33	63	78	65	26	40	38	10	46	55	40	66	47	56	29	59	53	66	45	19	87	31	65	56	52	61	40	29	67	33	66	53	37	45	43	81	21	81	26	22	58	41	55	31	19	45	11	42	66	54	84	79	66	55	62	66	52	36	47	65	54	45	40	45	11	58	56	2	32	82	66	58	61	66	67	63	58	58	14	25	2	58	25	58	51	36	28	60	11	79	50	50	58	87	57	46	62	79	62	11	63	52	54	18	49	62	38	69	33	88	57	63	87	
67	42	47	54	15	64	28	48	26	42	66	41	65	85	0	73	47	30	36	15	63	68	9	47	61	39	43	38	12	78	55	57	61	46	16	50	1	72	59	27	8	58	60	47	67	78	40	29	49	59	47	32	58	27	42	27	43	65	9	55	21	36	52	45	63	72	45	53	24	33	49	59	64	19	66	5	65	66	42	65	37	55	66	43	74	57	34	33	14	8	29	39	63	60	64	69	58	45	41	42	55	61	74	61	63	87	68	5	43	38	43	19	23	25	26	64	76	60	87	41	60	51	47	55	68	30	76	10	52	55	59	3	28	59	42	9	42	74	32	64	32	76	38	42	57	26	53	8	44	23	10	
67	34	26	55	74	15	61	27	64	32	61	38	63	16	73	0	48	58	39	58	19	11	64	37	24	50	52	65	73	13	60	33	17	39	68	60	74	15	17	55	67	64	21	26	40	17	33	44	25	50	42	42	25	46	38	51	38	12	77	18	54	42	36	58	24	33	64	20	52	40	24	29	44	72	20	69	10	7	43	25	49	23	14	31	7	26	50	44	74	67	58	48	62	66	53	39	47	49	39	31	38	29	5	58	57	16	16	70	62	43	57	55	57	54	47	59	19	15	16	53	13	42	48	21	12	46	16	69	48	34	58	76	46	30	57	68	47	12	56	53	41	24	36	57	36	54	20	77	53	53	77	
26	20	32	9	38	33	21	39	24	25	21	45	22	51	47	48	0	18	39	38	52	50	40	11	24	8	5	19	39	43	14	57	31	52	33	12	48	37	45	20	39	19	27	35	21	42	31	27	38	70	6	36	23	34	46	46	13	36	44	35	29	43	55	10	55	28	16	34	42	33	33	55	17	34	30	46	45	43	52	58	10	25	34	37	44	51	51	18	39	46	19	8	20	21	17	23	11	59	47	35	11	57	45	16	17	53	54	47	14	47	9	31	24	22	28	19	38	33	53	7	36	59	0	42	51	41	40	38	5	56	15	48	26	56	10	38	55	41	16	17	33	36	35	10	13	48	34	45	5	25	44	
38	24	36	24	20	45	2	41	6	28	36	42	35	66	30	58	18	0	35	24	57	58	23	23	38	10	13	11	21	58	25	57	42	49	14	20	31	52	51	5	22	29	39	38	39	57	31	21	41	67	20	31	36	26	43	36	21	47	26	42	16	38	54	15	59	46	17	40	32	28	38	57	35	15	44	29	53	52	47	61	10	35	47	37	57	53	44	15	21	30	1	12	33	31	34	41	29	54	43	35	28	59	57	31	33	68	60	30	14	42	13	17	8	8	20	34	54	43	68	11	45	56	18	47	58	33	55	20	23	56	29	30	19	58	12	21	49	55	2	34	28	53	33	12	31	38	40	27	14	12	25	
66	21	15	49	42	34	37	12	39	16	61	6	62	53	36	39	39	35	0	21	27	32	28	31	36	35	39	46	40	47	53	23	32	13	37	50	37	43	23	30	32	58	33	13	50	49	10	14	13	31	34	5	34	11	7	12	26	34	42	21	22	4	18	45	27	51	50	20	13	7	16	23	50	42	39	31	29	31	12	28	32	28	37	8	42	20	14	22	42	29	34	33	60	60	55	51	47	20	8	8	39	25	42	56	56	54	31	32	47	8	43	22	29	27	15	58	48	29	54	39	28	20	39	19	32	7	46	35	43	21	54	39	16	24	42	33	15	43	34	55	7	50	5	42	40	15	20	42	41	24	43	
62	28	31	46	22	49	24	32	24	27	59	26	58	70	15	58	38	24	21	0	48	53	7	35	47	30	35	35	20	63	49	43	46	32	18	44	16	57	43	19	11	53	45	31	56	63	24	14	33	47	36	16	44	11	27	14	30	50	21	39	9	21	38	39	48	59	41	37	10	17	33	44	54	23	51	11	49	50	29	50	28	40	51	27	59	42	22	21	22	9	23	30	56	55	55	57	49	33	27	26	43	46	59	53	55	71	52	12	38	24	36	7	16	17	12	56	61	44	71	33	45	38	38	39	52	15	61	15	43	41	51	18	13	44	35	13	29	59	25	55	16	62	22	35	45	14	37	21	36	13	22	
76	33	21	61	68	26	59	16	62	29	70	23	71	35	63	19	52	57	27	48	0	8	55	40	33	51	54	66	66	31	66	14	26	22	62	64	64	31	6	52	58	71	29	19	52	35	26	37	16	31	45	31	33	37	23	38	39	23	69	16	47	28	18	61	5	47	66	18	40	31	19	10	54	67	32	59	9	14	26	7	49	28	27	20	25	8	35	42	68	56	56	50	70	72	62	51	55	31	24	22	45	10	24	66	65	35	4	59	64	28	59	47	53	50	40	67	36	21	35	55	18	23	52	10	7	34	33	61	54	15	65	66	39	11	59	60	30	29	55	62	32	41	26	59	44	41	18	69	56	48	69	
73	34	22	59	71	21	60	20	63	30	67	29	68	27	68	11	50	58	32	53	8	0	60	39	30	52	54	67	70	24	64	22	21	29	65	63	69	25	9	53	63	69	25	21	48	28	29	40	19	39	44	36	29	41	30	44	39	18	73	16	50	34	25	60	13	42	66	18	46	35	20	18	51	69	27	64	5	8	34	14	50	25	21	25	18	15	42	43	71	61	57	50	68	70	59	47	52	39	30	26	42	18	16	63	62	27	5	64	64	35	59	51	55	52	43	64	30	18	27	55	14	31	50	13	1	39	26	65	52	23	62	71	42	19	59	64	37	22	56	59	36	34	30	59	41	47	18	73	55	51	73	
61	33	38	47	15	55	22	39	21	33	59	33	59	76	9	64	40	23	28	7	55	60	0	39	51	32	36	33	13	68	49	50	52	39	13	44	10	63	51	20	4	52	51	38	59	69	31	20	40	53	38	23	49	18	34	21	34	56	14	46	12	28	45	38	55	63	40	44	17	24	40	51	56	18	57	6	56	57	36	57	30	45	57	34	65	49	28	24	15	6	22	32	57	55	57	60	51	39	34	33	46	53	65	54	56	77	59	7	37	31	36	10	16	18	17	57	67	50	77	34	51	45	40	46	59	22	67	8	45	48	52	11	19	52	35	6	36	65	25	57	23	67	29	35	49	20	44	14	37	15	15	
36	10	21	20	42	22	26	29	30	15	31	36	31	42	47	37	11	23	31	35	40	39	39	0	15	13	15	28	42	34	25	47	20	42	36	23	48	28	34	22	39	30	16	24	21	33	21	22	27	60	5	29	13	28	37	39	5	25	47	24	27	35	45	21	44	24	27	22	37	25	22	44	19	38	21	45	34	32	43	46	13	14	24	27	34	40	44	14	43	44	23	12	30	32	24	22	16	51	38	25	8	46	35	26	26	44	42	46	25	39	20	29	25	22	24	28	30	22	44	16	25	49	11	31	39	34	31	39	13	46	25	49	22	46	20	39	47	31	20	24	25	29	26	20	10	42	22	48	16	24	47	
43	18	21	31	57	9	41	28	45	20	37	38	39	27	61	24	24	38	36	47	33	30	51	15	0	29	29	43	57	19	36	44	8	43	50	36	61	13	28	36	53	40	4	24	18	18	26	32	26	60	19	36	2	37	39	47	18	12	61	18	39	40	44	34	38	15	40	18	45	32	20	40	21	53	5	57	25	21	46	41	28	8	10	29	20	36	50	27	57	56	38	27	38	41	29	17	22	53	40	28	14	42	21	34	32	29	34	58	39	43	34	41	40	36	34	35	15	12	29	31	15	49	24	27	30	41	16	54	24	43	33	62	33	42	34	53	50	16	36	29	33	15	31	34	12	50	18	62	30	37	61	
31	18	31	15	30	36	13	37	17	23	28	41	28	56	39	50	8	10	35	30	51	52	32	13	29	0	4	15	31	48	18	55	34	48	25	14	40	42	45	12	31	23	30	33	29	47	28	22	37	67	10	31	27	28	42	39	13	39	36	36	21	38	52	10	55	35	15	34	36	28	32	53	25	26	34	38	47	45	48	57	2	27	38	34	48	49	46	12	31	38	11	2	26	25	25	30	19	55	43	32	17	55	49	23	24	58	54	39	12	43	8	23	16	14	22	25	44	35	58	3	38	55	8	42	52	35	45	30	13	54	21	40	20	55	7	30	50	45	8	25	28	42	31	7	20	42	34	37	5	17	36	
27	21	34	11	33	37	16	41	19	26	24	45	23	57	43	52	5	13	39	35	54	54	36	15	29	4	0	14	34	49	14	59	35	52	28	10	44	42	48	16	35	19	31	37	26	47	31	26	40	71	10	36	27	32	46	44	15	40	39	38	25	43	56	6	58	33	12	36	40	32	35	57	22	29	35	42	49	47	52	60	7	29	39	38	49	53	50	17	34	42	14	5	21	21	21	28	16	59	47	36	16	59	50	18	20	58	57	43	10	47	5	27	20	18	26	21	43	37	58	2	40	59	5	45	54	40	45	33	9	57	16	43	25	58	5	34	55	46	11	21	32	41	35	5	19	46	36	40	1	21	39	
30	33	45	19	25	51	11	51	11	37	29	53	28	71	38	65	19	11	46	35	66	67	33	28	43	15	14	0	27	63	18	68	49	60	21	13	39	57	60	17	31	21	45	47	39	61	41	32	50	78	24	42	42	37	54	48	28	54	32	51	27	49	65	10	69	47	8	49	43	39	47	67	34	20	49	38	62	60	59	71	17	42	53	48	63	63	55	25	26	39	12	17	26	23	30	41	28	65	55	45	30	69	64	25	27	73	69	39	6	53	10	29	19	20	31	28	58	50	73	12	53	67	19	56	67	45	60	27	22	67	23	37	30	68	9	29	61	60	12	30	39	56	44	9	33	49	49	33	13	23	31	
57	39	47	44	2	62	18	50	16	41	56	46	55	83	12	73	39	21	40	20	66	70	13	42	57	31	34	27	0	75	45	63	59	52	6	40	13	70	61	20	9	48	57	48	60	75	41	29	50	67	40	35	55	29	47	34	38	64	5	55	19	41	58	35	67	66	35	53	30	35	50	63	57	7	62	15	66	66	49	69	30	52	64	45	73	61	41	29	2	17	20	32	53	50	55	62	50	52	47	44	48	65	73	51	53	85	70	15	33	44	33	18	17	20	26	54	72	58	85	32	60	58	39	57	70	35	73	5	44	61	49	10	27	64	32	7	49	72	23	55	34	72	40	32	51	33	53	6	35	20	4	
59	36	32	49	76	13	61	36	64	35	53	47	55	8	78	13	43	58	47	63	31	24	68	34	19	48	49	63	75	0	54	45	16	50	69	54	78	6	29	55	70	58	18	34	31	4	38	48	34	62	39	49	21	52	48	59	37	12	79	25	57	50	48	54	37	23	59	26	59	46	30	41	36	73	13	74	22	18	53	38	47	23	11	39	6	38	60	46	76	72	57	46	55	59	45	29	40	60	49	39	32	41	7	51	49	9	29	75	58	52	53	58	59	55	51	51	7	18	9	50	18	54	43	31	25	53	4	72	42	46	51	80	49	42	54	71	57	3	55	45	47	12	42	54	30	62	26	80	49	55	79	
13	34	46	5	43	45	27	54	29	39	11	59	10	61	55	60	14	25	53	49	66	64	49	25	36	18	14	18	45	54	0	72	43	66	39	5	56	48	60	29	47	5	39	49	25	51	45	40	53	84	20	50	35	46	60	58	28	48	50	49	39	57	69	10	70	34	10	48	55	46	47	69	19	38	41	54	59	56	66	72	21	38	46	52	56	65	65	31	44	55	26	20	8	7	12	27	14	73	61	49	22	71	57	6	9	63	68	55	12	61	12	41	32	31	41	9	47	46	63	15	49	73	14	57	64	54	50	45	12	71	5	55	39	71	13	46	69	52	23	12	46	44	49	13	24	60	48	51	13	35	49	
83	37	25	67	65	38	59	18	61	32	77	17	78	49	57	33	57	57	23	43	14	22	50	47	44	55	59	68	63	45	72	0	37	12	60	69	58	44	16	52	54	77	39	22	62	48	27	36	19	17	51	28	43	34	16	30	44	36	64	25	45	22	5	65	9	59	70	25	33	29	24	4	63	65	44	52	23	27	16	9	52	37	39	20	39	7	25	43	65	50	56	53	77	79	70	61	62	18	16	22	53	4	38	73	73	49	17	53	68	19	63	45	52	50	38	75	49	32	49	59	29	10	57	16	21	28	47	58	60	2	72	60	38	3	63	56	18	42	56	70	30	53	24	63	53	32	25	64	60	47	65	
