2  100
42	97	45	8	11	47	90	4	1	26	45	30	22	43	21	13	69	30	23	75	8	42	74	30	99	54	36	86	91	39	87	68	79	51	84	98	72	95	67	44	53	10	19	96	70	44	60	60	63	47	74	34	55	65	41	60	95	58	3	17	10	20	2	42	38	37	34	46	95	48	63	27	62	52	29	21	30	25	95	7	3	88	68	14	84	89	49	36	58	49	30	99	83	22	5	99	4	25	3	47	
24	97	28	35	14	21	94	79	12	91	42	26	98	45	54	93	93	53	9	44	52	67	24	37	19	43	27	70	15	29	82	58	7	25	38	63	47	27	7	8	24	32	48	3	15	52	60	12	80	83	62	88	91	92	70	2	30	70	29	98	60	100	36	6	93	6	96	21	52	20	44	11	82	34	87	41	70	80	92	80	48	100	78	86	43	45	29	29	32	84	99	44	85	33	10	80	36	4	37	37	
3731	4573	2787	2904	103	3536	3025	2926	1671	2216	1678	3407	50	580	2615	3696	1453	4349	2236	1151	2163	2659	2632	4242	4315	3021	1409	1830	4694	3663	1005	2671	635	3675	3627	4170	191	360	4971	4442	1440	4892	2328	874	2362	928	539	108	1209	1049	1718	2472	4238	1918	1784	608	721	2909	4492	4845	1330	2977	1745	1392	798	1904	170	4411	538	4849	3155	4102	1641	1871	3563	1545	4933	581	284	1741	2758	4372	4744	2145	4110	4472	1001	1583	3538	2061	3797	2493	4757	4904	4904	1683	4421	4852	1637	1957	
0	39	76	30	13	85	70	70	80	60	68	25	50	21	60	3	23	45	48	53	48	12	68	56	73	48	49	39	43	72	41	43	46	68	52	41	26	48	67	39	88	60	66	50	65	60	82	48	81	45	34	15	47	39	63	21	8	43	26	70	60	41	42	50	80	33	63	43	79	57	51	76	62	40	50	56	51	26	45	55	62	4	69	52	51	34	66	28	21	9	76	73	53	45	72	36	14	44	91	39	69	
39	0	36	9	33	51	34	50	44	21	31	22	14	33	21	37	33	12	15	45	14	27	32	28	46	14	36	17	11	32	37	25	18	40	38	15	13	21	37	34	49	22	29	12	32	52	43	38	43	6	14	26	7	4	44	17	32	34	13	31	47	23	9	32	46	6	50	39	46	20	34	37	33	4	24	18	13	15	27	22	35	37	55	32	13	11	32	15	25	34	48	36	42	18	33	20	28	20	54	33	54	
76	36	0	45	68	26	25	50	16	15	12	54	26	65	15	73	64	36	29	59	34	63	18	32	37	34	51	47	37	7	59	44	41	33	50	38	50	35	28	57	13	20	13	25	23	64	6	55	7	31	47	63	29	38	47	54	68	54	50	5	56	44	38	45	24	42	57	60	26	20	47	1	43	35	43	19	24	51	44	26	34	73	60	43	25	45	20	50	58	70	36	11	54	42	3	51	64	45	22	55	57	
30	9	45	0	24	56	43	50	50	29	38	13	20	24	29	28	24	19	19	41	22	18	38	30	48	22	33	20	18	41	31	23	24	42	35	15	5	22	40	29	57	31	36	19	37	48	51	34	51	15	15	19	16	11	43	9	23	30	5	40	45	20	15	31	51	3	48	33	51	27	32	45	40	10	29	26	20	11	25	26	37	28	54	31	20	12	37	12	16	25	50	43	38	23	41	21	19	24	61	27	53	
13	33	68	24	0	75	67	57	70	52	59	14	42	8	53	10	10	43	39	40	46	8	58	45	61	46	36	39	41	65	28	31	45	56	39	31	21	37	56	26	79	56	57	42	55	47	75	35	73	39	33	18	40	35	50	17	6	30	21	63	47	29	39	38	69	27	50	30	68	48	38	68	62	33	50	48	43	25	33	45	50	9	56	40	42	32	56	27	10	4	64	64	40	44	65	37	5	44	81	26	56	
85	51	26	56	75	0	51	34	9	33	21	60	36	69	34	82	68	56	37	51	55	73	18	29	20	55	45	66	56	32	55	44	62	20	43	44	61	37	18	55	21	44	23	38	20	52	26	49	20	48	64	76	44	54	34	65	77	50	61	26	44	46	56	40	5	54	44	55	6	30	41	27	67	47	66	32	38	66	42	30	26	82	45	38	37	61	19	66	65	77	17	17	46	63	28	69	71	66	11	53	42	
70	34	25	43	67	51	0	70	42	24	33	56	33	67	23	68	67	25	37	73	21	59	39	47	59	21	63	33	26	18	68	54	25	53	64	45	46	46	49	66	36	13	32	30	43	79	28	67	32	28	36	55	28	32	65	50	65	64	46	25	72	53	28	58	49	40	74	70	50	32	60	24	18	35	24	29	29	43	55	39	53	69	78	57	32	36	40	42	59	67	59	35	68	26	23	37	62	29	47	64	76	
70	50	50	50	57	34	70	0	38	45	38	45	39	49	46	67	48	61	36	21	62	59	31	23	14	62	21	68	60	53	30	28	68	17	18	35	54	29	21	31	52	58	38	43	27	19	54	22	49	51	64	67	48	55	7	56	62	26	54	46	12	31	59	20	30	50	11	29	28	37	19	51	80	46	73	41	43	61	26	31	17	66	11	19	40	60	30	62	49	61	17	38	18	68	49	70	56	70	45	31	8	
80	44	16	50	70	9	42	38	0	24	13	56	30	66	25	77	64	48	31	52	46	67	12	27	24	46	45	58	48	23	55	41	53	22	43	39	55	33	18	53	14	35	15	31	16	55	17	49	12	40	57	70	37	47	37	59	72	49	55	17	47	43	48	39	8	48	47	55	10	23	41	17	58	41	57	25	31	59	40	25	26	77	49	37	30	54	14	59	60	73	21	8	47	54	18	61	67	58	10	52	46	
60	21	15	29	52	33	24	45	24	0	12	38	11	50	1	57	49	23	15	49	22	47	16	23	35	22	40	33	24	13	46	31	29	29	40	24	34	22	25	44	28	13	10	9	19	55	22	43	21	16	32	48	13	23	40	38	53	41	34	10	48	31	23	34	29	26	49	47	30	8	36	16	36	19	33	5	8	36	31	14	28	57	54	33	10	30	17	35	43	54	35	16	44	30	12	37	48	33	34	42	51	
68	31	12	38	59	21	33	38	13	12	0	44	17	55	13	65	54	35	20	47	34	55	6	20	26	34	39	45	35	15	47	32	41	21	38	28	43	24	16	45	20	23	2	18	11	51	18	43	14	27	44	57	24	34	34	47	60	42	43	8	43	33	35	33	17	35	44	48	18	11	35	13	47	28	45	12	18	46	32	14	22	65	48	31	17	41	8	46	49	62	25	5	42	42	11	49	55	45	23	43	45	
25	22	54	13	14	60	56	45	56	38	44	0	28	11	39	22	11	33	25	31	36	14	43	30	47	36	25	33	31	51	20	18	38	42	28	16	13	22	42	17	65	44	43	29	40	38	60	25	59	28	27	22	28	25	38	12	17	20	13	48	37	15	29	25	54	16	40	22	54	34	26	54	54	21	43	34	30	21	19	30	36	22	46	26	28	25	41	23	5	17	50	49	30	37	51	33	11	38	66	16	46	
50	14	26	20	42	36	33	39	30	11	17	28	0	39	12	48	38	22	4	39	22	38	18	16	32	22	30	31	22	24	35	20	29	26	31	13	25	12	23	33	37	20	15	3	18	46	32	34	31	13	28	40	9	18	33	29	43	31	25	20	39	20	21	25	31	18	41	37	32	6	27	26	40	11	34	6	4	29	21	8	22	48	46	24	1	25	17	29	32	44	34	22	35	29	23	34	38	32	40	31	44	
21	33	65	24	8	69	67	49	66	50	55	11	39	0	50	18	2	43	35	32	46	14	53	39	54	46	28	42	41	63	20	25	47	50	31	26	22	32	50	18	76	55	53	40	49	39	71	27	69	39	36	24	39	35	43	19	14	23	22	59	39	23	39	31	63	27	42	22	62	44	31	65	64	32	52	45	41	28	27	40	44	17	48	33	39	34	51	30	8	12	58	60	32	46	62	40	9	47	76	18	48	
60	21	15	29	53	34	23	46	25	1	13	39	12	50	0	57	50	22	16	50	21	48	17	24	36	21	41	32	23	12	47	32	28	31	41	25	34	23	26	45	28	11	11	10	20	56	22	45	22	16	32	48	13	22	41	38	53	42	34	10	49	32	23	35	30	26	51	48	31	9	38	15	35	19	32	6	9	36	32	16	29	58	55	34	11	30	18	35	43	55	37	17	46	29	12	36	48	32	34	43	53	
3	37	73	28	10	82	68	67	77	57	65	22	48	18	57	0	20	43	45	50	47	10	65	53	70	47	46	38	41	69	38	40	45	65	49	38	23	45	64	36	85	58	63	48	62	57	80	45	79	42	33	14	44	37	60	19	5	40	23	68	57	38	40	47	77	31	60	40	76	54	48	73	61	38	49	54	48	25	42	52	59	1	66	49	48	32	63	27	17	6	73	70	50	44	70	35	11	43	88	36	66	
23	33	64	24	10	68	67	48	64	49	54	11	38	2	50	20	0	44	35	30	47	16	52	38	53	47	26	42	42	62	18	24	48	48	30	26	22	31	49	16	75	55	52	39	48	37	71	25	68	39	37	26	39	35	41	20	16	21	22	59	37	22	40	29	62	27	40	20	61	44	29	65	64	32	53	44	40	29	25	39	42	19	46	31	39	34	50	31	8	14	56	59	30	47	61	41	11	47	75	17	46	
45	12	36	19	43	56	25	61	48	23	35	33	22	43	22	43	44	0	25	57	3	35	39	38	55	3	48	10	2	30	50	38	6	49	50	28	22	32	45	47	49	16	33	19	40	65	42	51	43	9	11	31	13	8	55	26	40	47	22	32	60	36	4	45	52	17	62	52	53	27	47	36	21	16	11	24	19	18	39	31	45	44	67	44	21	11	39	17	35	43	56	40	54	7	33	14	38	10	57	45	66	
48	15	29	19	39	37	37	36	31	15	20	25	4	35	16	45	35	25	0	35	25	36	19	13	31	25	26	32	24	28	31	16	31	25	27	9	24	8	22	29	40	24	18	7	18	42	36	29	34	15	29	38	11	19	30	28	41	27	24	24	36	16	22	21	32	17	38	32	32	8	23	30	44	11	36	10	8	29	17	7	20	46	43	20	5	26	18	29	29	42	33	24	31	31	26	35	35	34	42	27	41	
53	45	59	41	40	51	73	21	52	49	47	31	39	32	50	50	30	57	35	0	59	44	42	27	31	59	9	61	56	61	12	19	63	30	9	29	43	27	34	14	66	60	46	43	37	7	65	6	61	48	56	53	46	49	17	43	46	11	43	55	8	21	54	14	46	42	11	10	44	41	12	60	78	41	69	44	43	51	18	34	26	49	16	16	41	53	40	53	34	44	35	50	5	63	58	62	40	65	61	14	17	
48	14	34	22	46	55	21	62	46	22	34	36	22	46	21	47	47	3	25	59	0	38	38	38	55	0	50	12	5	28	52	39	7	49	51	29	25	33	45	49	47	14	32	19	39	66	39	53	41	10	14	34	13	11	56	29	43	49	25	30	61	37	7	46	51	19	63	54	52	26	48	34	19	17	11	23	18	21	41	31	45	47	68	45	21	14	38	20	38	46	56	38	55	8	30	17	41	11	55	47	67	
12	27	63	18	8	73	59	59	67	47	55	14	38	14	48	10	16	35	36	44	38	0	55	44	61	38	39	30	33	59	32	32	37	56	42	28	13	35	55	30	75	49	53	38	53	51	70	39	69	33	25	10	34	27	52	9	5	34	13	58	51	29	31	39	67	21	54	34	67	44	40	63	53	28	41	44	38	17	34	42	50	10	60	41	38	24	54	19	10	8	64	60	44	36	60	28	5	35	78	30	60	
68	32	18	38	58	18	39	31	12	16	6	43	18	53	17	65	52	39	19	42	38	55	0	15	19	38	34	48	39	22	43	29	45	15	33	26	43	21	10	41	24	29	7	20	5	45	23	38	19	30	46	58	26	36	28	47	60	37	43	15	38	30	38	28	13	36	38	43	14	12	30	19	52	29	49	15	20	47	28	12	16	65	42	26	18	43	2	48	48	60	19	8	37	46	18	51	54	49	23	39	39	
56	28	32	30	45	29	47	23	27	23	20	30	16	39	24	53	38	38	13	27	38	44	15	0	18	38	19	45	37	33	27	14	44	12	18	15	34	8	11	26	39	35	19	19	10	32	38	23	34	28	42	49	25	32	17	37	48	22	34	27	25	16	36	13	24	29	26	28	23	15	15	33	56	24	50	18	20	41	13	8	7	53	31	11	17	39	13	42	35	48	20	23	22	45	30	48	42	48	37	24	29	
73	46	37	48	61	20	59	14	24	35	26	47	32	54	36	70	53	55	31	31	55	61	19	18	0	55	27	63	54	41	38	29	61	6	25	33	52	26	10	38	38	48	27	35	16	32	40	30	35	45	60	67	41	50	14	55	65	33	52	34	24	32	53	23	16	47	24	37	14	28	24	38	71	42	66	32	36	59	27	24	11	69	25	21	33	57	18	60	52	64	3	25	27	62	37	66	59	65	31	36	22	
