4  50
18	24	51	78	94	37	27	77	92	39	5	85	68	26	47	5	99	70	77	99	43	3	36	88	71	81	100	49	62	58	81	95	8	39	63	4	11	55	9	84	14	22	84	56	62	22	19	17	32	89	
92	79	15	6	16	47	5	20	26	32	67	86	65	56	43	11	39	43	78	55	56	67	100	31	20	41	62	61	81	12	68	49	28	60	85	7	22	60	83	14	39	99	77	21	54	16	42	6	1	51	
54	81	60	74	33	46	6	86	54	9	57	40	78	63	73	5	90	23	35	8	87	35	47	55	5	52	11	9	26	83	2	97	53	18	91	18	99	32	63	51	78	74	49	18	37	33	43	94	19	7	
15	36	5	46	85	19	17	7	77	37	22	90	20	69	41	92	98	77	86	50	40	17	26	3	38	29	21	54	80	18	16	55	99	56	28	2	15	27	31	52	73	63	58	65	63	68	39	68	8	97	
2167	1227	393	1853	1081	2154	2103	566	292	284	1453	2228	1903	143	158	1163	1243	1167	742	778	503	2449	2415	499	1656	994	1706	311	496	1340	679	2147	2391	1680	2289	840	706	1312	614	264	2219	1901	1874	816	1262	798	656	1202	1625	401	
0	52	75	14	75	45	64	73	22	98	29	54	89	61	18	9	43	32	29	62	65	78	50	36	15	66	65	44	54	54	48	53	34	50	33	58	50	26	59	66	64	42	67	82	61	93	61	35	66	14	78	
52	0	34	38	34	16	39	25	36	47	24	30	38	17	34	42	8	30	25	21	17	26	39	20	36	14	31	7	5	13	44	36	17	23	32	21	12	30	21	19	12	13	23	31	28	42	13	17	22	37	26	
75	34	0	65	1	50	71	15	53	34	47	64	24	46	57	65	41	63	55	50	18	28	34	39	59	28	10	39	29	46	40	28	44	57	65	17	46	60	16	44	32	34	11	26	14	28	41	43	12	60	33	
14	38	65	0	66	31	50	62	19	85	18	40	77	47	10	7	30	18	14	48	53	65	46	26	8	53	57	31	42	40	46	48	22	35	19	48	36	12	49	51	50	31	56	70	53	81	47	23	55	8	64	
75	34	1	66	0	50	71	14	53	33	47	64	23	46	57	66	41	63	55	50	18	28	34	39	60	27	11	39	29	45	41	29	44	57	65	17	45	61	16	44	31	35	11	26	15	27	40	43	12	61	32	
45	16	50	31	50	0	26	40	37	59	24	16	52	16	31	37	11	17	16	16	33	38	50	26	33	27	46	13	21	9	53	48	18	8	18	36	5	19	37	20	23	21	39	43	43	56	17	18	38	33	36	
64	39	71	50	71	26	0	58	62	69	50	10	66	25	53	57	37	32	38	21	53	50	76	52	55	43	70	39	44	26	80	74	44	18	31	60	27	38	61	28	39	48	60	56	68	68	30	44	59	55	46	
73	25	15	62	14	40	58	0	54	25	44	52	15	33	55	63	33	55	49	36	8	13	42	37	58	14	21	31	20	34	48	37	39	46	57	18	35	54	18	30	18	31	9	13	23	20	27	38	9	58	18	
22	36	53	19	53	37	62	54	0	79	13	51	69	51	10	15	30	32	23	53	45	60	28	17	10	49	43	29	37	44	26	30	20	44	34	36	40	25	37	54	48	24	46	64	38	74	48	20	45	11	61	
