2  20
60	99	37	30	60	16	47	93	70	51	54	96	92	70	16	70	87	83	50	44	
47	8	74	6	47	74	2	68	45	75	93	80	52	28	92	71	35	32	58	37	
590	960	109	557	475	210	799	606	728	808	571	584	429	756	213	933	766	831	57	737	
0	65	29	31	53	35	24	40	52	73	76	49	33	66	76	64	76	78	54	53	30	
65	0	36	53	46	32	45	66	61	50	26	21	58	5	62	25	43	31	23	57	37	
29	36	0	25	37	8	10	40	44	53	48	21	31	38	61	37	53	51	27	42	8	
31	53	25	0	23	23	15	14	22	43	53	32	5	56	45	41	48	54	33	21	33	
53	46	37	23	0	30	32	26	15	19	36	28	23	51	24	25	25	35	23	10	45	
35	32	8	23	30	0	13	38	39	45	41	13	29	34	54	29	45	43	19	36	15	
24	45	10	15	32	13	0	30	36	50	52	26	21	47	56	40	52	54	30	35	17	
40	66	40	14	26	38	30	0	15	44	62	45	9	70	42	50	51	61	44	18	48	
52	61	44	22	15	39	36	15	0	29	51	41	18	66	26	41	38	50	38	5	52	
73	50	53	43	19	45	50	44	29	0	29	38	43	55	12	25	10	26	31	25	61	
76	26	48	53	36	41	52	62	51	29	0	27	56	31	42	12	19	5	22	46	53	
49	21	21	32	28	13	26	45	41	38	27	0	37	25	48	17	34	30	7	37	26	
33	58	31	5	23	29	21	9	18	43	56	37	0	62	44	44	49	56	37	19	38	
66	5	38	56	51	34	47	70	66	55	31	25	62	0	68	30	48	36	28	61	37	
76	62	61	45	24	54	56	42	26	12	42	48	44	68	0	37	23	38	42	24	69	
64	25	37	41	25	29	40	50	41	25	12	17	44	30	37	0	19	14	10	36	43	
76	43	53	48	25	45	52	51	38	10	19	34	49	48	23	19	0	15	27	33	59	
78	31	51	54	35	43	54	61	50	26	5	30	56	36	38	14	15	0	24	45	56	
54	23	27	33	23	19	30	44	38	31	22	7	37	28	42	10	27	24	0	33	32	
53	57	42	21	10	36	35	18	5	25	46	37	19	61	24	36	33	45	33	0	50	
30	37	8	33	45	15	17	48	52	61	53	26	38	37	69	43	59	56	32	50	0	

