2  20
60	32	92	3	91	28	57	84	20	32	54	96	59	20	83	22	69	39	55	16	
82	55	20	28	92	8	67	18	75	38	2	44	95	6	46	67	41	74	72	64	
566	501	199	919	71	699	884	878	377	513	140	533	69	364	86	968	661	905	788	201	
0	48	29	55	49	79	73	59	43	14	60	16	64	36	70	65	50	20	56	41	70	
48	0	39	52	20	35	24	21	19	43	24	41	36	24	57	59	21	28	10	38	30	
29	39	0	26	27	58	62	39	46	15	60	13	38	16	41	36	52	23	50	12	68	
55	52	26	0	32	54	68	39	65	41	75	39	29	30	17	10	70	47	62	16	82	
49	20	27	32	0	31	36	11	37	39	44	36	18	13	36	38	41	31	30	21	50	
79	35	58	54	31	0	26	20	53	70	50	67	25	44	48	55	53	59	37	49	49	
73	24	62	68	36	26	0	28	36	68	26	65	43	46	67	72	33	52	18	57	23	
59	21	39	39	11	20	28	0	40	50	42	47	15	24	39	44	42	40	28	31	46	
43	19	46	65	37	53	36	40	0	44	17	42	54	34	73	74	7	25	18	49	27	
14	43	15	41	39	70	68	50	44	0	60	2	53	25	56	51	51	18	53	27	70	
60	24	60	75	44	50	26	42	17	60	0	58	58	46	81	83	10	42	14	61	10	
16	41	13	39	36	67	65	47	42	2	58	0	50	22	54	49	49	17	51	25	68	
64	36	38	29	18	25	43	15	54	53	58	50	0	29	24	31	57	48	43	27	61	
36	24	16	30	13	44	46	24	34	25	46	22	29	0	41	39	40	20	34	14	54	
70	57	41	17	36	48	67	39	73	56	81	54	24	41	0	10	78	60	66	30	85	
65	59	36	10	38	55	72	44	74	51	83	49	31	39	10	0	79	57	69	26	88	
50	21	52	70	41	53	33	42	7	51	10	49	57	40	78	79	0	32	16	55	20	
20	28	23	47	31	59	52	40	25	18	42	17	48	20	60	57	32	0	36	31	52	
56	10	50	62	30	37	18	28	18	53	14	51	43	34	66	69	16	36	0	48	19	
41	38	12	16	21	49	57	31	49	27	61	25	27	14	30	26	55	31	48	0	68	
70	30	68	82	50	49	23	46	27	70	10	68	61	54	85	88	20	52	19	68	0	

