2  20
60	98	1	50	54	52	76	66	21	95	53	97	94	21	19	28	32	51	66	59	
52	50	11	70	81	75	97	19	36	62	20	73	80	63	55	59	54	57	100	19	
518	533	379	690	214	725	103	471	626	872	229	431	301	530	785	87	452	103	349	79	
0	35	74	63	40	73	67	69	61	84	51	60	34	95	78	61	58	6	97	63	25	
35	0	43	52	35	46	34	47	36	63	59	69	6	75	50	41	47	29	76	61	12	
74	43	0	42	47	10	9	24	18	33	70	77	41	42	12	26	40	69	43	60	48	
63	52	42	0	23	32	44	18	25	24	33	37	46	34	34	15	5	60	36	18	46	
40	35	47	23	0	42	44	32	30	45	26	35	29	56	46	25	18	37	58	27	26	
73	46	10	32	42	0	17	14	12	23	63	69	42	33	5	18	32	68	34	51	48	
67	34	9	44	44	17	0	28	18	40	69	77	33	50	20	28	41	61	51	61	41	
69	47	24	18	32	14	28	0	12	15	50	56	42	27	16	8	19	65	29	37	47	
61	36	18	25	30	12	18	12	0	27	52	59	32	38	17	10	23	56	40	43	37	
84	63	33	24	45	23	40	15	27	0	57	61	58	11	21	22	28	79	13	41	62	
51	59	70	33	26	63	69	50	52	57	0	9	54	65	66	44	31	51	67	18	48	
60	69	77	37	35	69	77	56	59	61	9	0	63	67	72	51	37	60	69	20	58	
34	6	41	46	29	42	33	42	32	58	54	63	0	70	47	36	41	28	72	55	9	
95	75	42	34	56	33	50	27	38	11	65	67	70	0	30	34	38	91	2	47	74	
78	50	12	34	46	5	20	16	17	21	66	72	47	30	0	22	35	73	31	53	53	
61	41	26	15	25	18	28	8	10	22	44	51	36	34	22	0	13	57	36	33	39	
58	47	40	5	18	32	41	19	23	28	31	37	41	38	35	13	0	55	40	19	41	
6	29	69	60	37	68	61	65	56	79	51	60	28	91	73	57	55	0	93	61	20	
97	76	43	36	58	34	51	29	40	13	67	69	72	2	31	36	40	93	0	49	76	
63	61	60	18	27	51	61	37	43	41	18	20	55	47	53	33	19	61	49	0	53	
25	12	48	46	26	48	41	47	37	62	48	58	9	74	53	39	41	20	76	53	0	

