4  30
17	56	80	72	5	18	57	13	69	65	32	77	14	96	84	30	89	96	42	92	53	68	87	3	97	56	99	33	32	25	
31	25	58	30	17	46	35	50	71	31	66	21	16	77	11	37	83	2	46	56	11	1	83	81	13	25	66	51	12	17	
61	18	33	20	55	37	40	6	75	44	12	28	48	58	52	50	17	79	1	59	26	15	83	10	95	6	26	8	85	89	
97	77	1	67	98	28	5	19	51	71	94	24	32	71	36	38	72	17	87	80	84	85	1	83	47	71	57	64	92	77	
96	859	404	299	903	1163	579	645	825	855	475	421	924	132	220	707	88	1011	1340	1033	1191	1370	160	1216	1404	237	1116	62	627	977	
0	14	52	65	66	70	12	72	73	79	59	15	54	24	23	34	84	47	69	53	93	70	73	53	37	75	79	59	80	69	76	
14	0	48	50	55	56	5	58	59	68	48	2	46	21	11	32	72	39	55	49	80	62	60	41	34	63	65	54	70	55	65	
52	48	0	70	35	60	45	64	65	45	31	50	16	28	40	18	49	20	57	4	65	23	58	35	15	50	62	8	40	78	44	
65	50	70	0	45	19	54	17	16	51	43	50	56	59	45	66	53	49	21	67	48	65	26	35	64	39	29	68	59	9	47	
66	55	35	45	0	29	54	34	35	13	7	56	19	45	44	43	17	20	26	31	31	20	25	15	39	15	28	29	16	55	10	
70	56	60	19	29	0	58	4	5	32	29	56	44	57	47	61	34	40	2	56	30	50	7	24	58	20	11	56	41	27	29	
12	5	45	54	54	58	0	60	61	68	47	7	44	17	11	28	72	37	57	46	81	60	61	41	30	63	67	51	69	59	65	
72	58	64	17	34	4	60	0	1	36	34	58	48	61	49	65	37	44	7	61	31	54	9	28	62	23	12	61	44	25	32	
73	59	65	16	35	5	61	1	0	37	35	59	50	62	50	66	39	45	8	62	32	56	11	30	63	25	13	62	46	24	34	
79	68	45	51	13	32	68	36	37	0	20	69	30	58	57	56	4	33	30	41	21	25	26	27	51	12	26	38	9	60	4	
59	48	31	43	7	29	47	34	35	20	0	49	15	38	37	37	24	13	26	27	37	22	26	9	33	19	31	27	22	52	17	
15	2	50	50	56	56	7	58	59	69	49	0	48	24	12	34	73	40	55	51	81	64	60	42	36	64	66	56	72	54	66	
54	46	16	56	19	44	44	48	50	30	15	48	0	30	36	25	34	8	41	12	50	16	42	20	21	34	46	12	28	65	29	
24	21	28	59	45	57	17	61	62	58	38	24	30	0	17	10	63	25	56	29	75	46	59	35	13	57	64	34	58	66	56	
23	11	40	45	44	47	11	49	50	57	37	12	36	17	0	26	61	28	46	40	70	52	50	30	27	52	56	44	59	50	54	
34	32	18	66	43	61	28	65	66	56	37	34	25	10	26	0	60	23	59	20	74	39	61	37	4	56	66	26	53	73	54	
84	72	49	53	17	34	72	37	39	4	24	73	34	63	61	60	0	37	32	44	18	28	27	31	56	14	27	41	10	62	7	
47	39	20	49	20	40	37	44	45	33	13	40	8	25	28	23	37	0	37	17	51	24	39	15	19	33	44	20	33	58	31	
69	55	57	21	26	2	57	7	8	30	26	55	41	56	46	59	32	37	0	54	28	47	5	22	56	17	10	54	38	30	26	
53	49	4	67	31	56	46	61	62	41	27	51	12	29	40	20	44	17	54	0	61	19	54	32	16	46	58	5	36	76	40	
93	80	65	48	31	30	81	31	32	21	37	81	50	75	70	74	18	51	28	61	0	46	23	40	70	18	19	59	28	56	21	
70	62	23	65	20	50	60	54	56	25	22	64	16	46	52	39	28	24	47	19	46	0	46	31	35	34	48	15	18	75	25	
73	60	58	26	25	7	61	9	11	26	26	60	42	59	50	61	27	39	5	54	23	46	0	24	58	13	5	54	35	34	23	
53	41	35	35	15	24	41	28	30	27	9	42	20	35	30	37	31	15	22	32	40	31	24	0	34	22	29	33	31	44	23	
37	34	15	64	39	58	30	62	63	51	33	36	21	13	27	4	56	19	56	16	70	35	58	34	0	53	63	22	49	72	50	
75	63	50	39	15	20	63	23	25	12	19	64	34	57	52	56	14	33	17	46	18	34	13	22	53	0	15	44	21	48	9	
79	65	62	29	28	11	67	12	13	26	31	66	46	64	56	66	27	44	10	58	19	48	5	29	63	15	0	57	36	37	24	
59	54	8	68	29	56	51	61	62	38	27	56	12	34	44	26	41	20	54	5	59	15	54	33	22	44	57	0	32	77	38	
80	70	40	59	16	41	69	44	46	9	22	72	28	58	59	53	10	33	38	36	28	18	35	31	49	21	36	32	0	68	12	
69	55	78	9	55	27	59	25	24	60	52	54	65	66	50	73	62	58	30	76	56	75	34	44	72	48	37	77	68	0	56	
76	65	44	47	10	29	65	32	34	4	17	66	29	56	54	54	7	31	26	40	21	25	23	23	50	9	24	38	12	56	0	

