4  50
18	88	23	45	51	97	74	32	44	45	2	86	6	78	86	69	8	51	5	58	18	39	65	95	94	50	26	1	14	69	27	18	21	32	34	84	43	64	79	22	1	80	31	46	49	79	64	60	47	33	
66	52	27	99	50	65	50	60	11	50	18	16	93	67	17	42	5	54	86	23	60	29	71	79	59	32	49	18	13	91	13	93	16	6	68	24	55	31	49	58	85	68	9	17	42	31	78	30	30	7	
59	69	54	66	41	5	25	50	10	3	29	94	34	69	67	8	1	61	63	69	85	83	57	50	26	84	67	57	91	60	41	70	2	3	89	74	15	71	11	83	3	48	2	29	57	51	74	26	50	60	
49	83	71	27	79	70	73	28	51	17	57	49	10	48	24	25	84	21	12	47	35	96	65	66	10	85	41	84	28	5	7	76	75	6	32	34	41	80	19	69	69	15	96	68	52	26	98	42	49	5	
1659	1349	1537	765	2436	1929	606	1916	1542	1590	1609	1653	680	1607	2420	2481	290	81	1876	280	2474	650	2140	2028	1027	1016	524	1630	1563	1516	2089	1250	721	1624	2239	90	1742	105	63	1256	309	1025	1433	324	782	2121	1517	1320	1635	2042	
0	41	83	32	42	48	62	29	45	7	56	33	68	55	32	49	64	71	25	25	47	87	53	72	32	52	44	44	14	66	73	50	55	82	33	63	57	60	66	46	26	53	78	32	64	9	81	68	62	61	23	
41	0	50	30	31	9	22	13	17	34	50	24	28	20	34	8	55	37	30	28	15	48	21	31	27	39	32	41	37	59	34	11	18	43	9	44	19	43	25	5	36	17	44	14	34	33	50	39	26	23	17	
83	50	0	53	44	41	33	62	38	76	45	50	51	60	55	46	42	13	60	58	62	21	65	47	52	37	42	49	72	47	24	54	58	19	53	27	54	31	32	48	62	33	6	65	18	78	4	14	25	28	63	
32	30	53	0	9	30	42	29	20	26	25	6	56	50	4	35	33	43	7	7	44	63	51	59	3	20	12	13	19	36	50	42	49	57	22	31	49	28	46	34	9	30	48	34	35	31	50	38	38	38	23	
42	31	44	9	0	28	38	34	16	35	18	10	55	52	11	35	25	34	17	16	47	55	53	56	10	11	2	9	29	29	44	43	50	50	25	21	49	18	42	34	18	26	40	39	27	40	41	30	32	33	30	
48	9	41	30	28	0	14	21	12	40	45	24	26	24	34	7	49	28	32	30	22	40	27	29	27	33	28	38	41	54	26	15	22	34	14	36	21	36	18	7	38	8	35	24	25	41	41	30	17	14	24	
62	22	33	42	38	14	0	35	22	54	52	36	20	27	46	14	53	21	45	43	29	26	32	19	39	39	37	47	55	59	12	21	25	21	28	38	21	39	4	17	50	12	27	36	22	55	33	26	10	7	39	
29	13	62	29	34	21	35	0	26	22	53	24	38	27	32	21	59	49	25	24	19	62	25	43	26	44	35	42	28	63	47	20	26	56	10	51	28	50	38	18	31	29	56	5	44	21	61	49	38	36	7	
45	17	38	20	16	12	22	26	0	37	33	14	38	36	24	19	37	25	24	22	33	43	39	40	17	21	16	26	35	42	30	27	34	37	16	26	33	25	26	19	29	10	32	30	19	40	36	24	18	18	25	
7	34	76	26	35	40	54	22	37	0	51	26	61	49	27	42	59	63	19	19	41	80	47	65	25	46	37	39	10	61	66	43	48	74	26	57	50	54	58	39	21	45	70	26	57	5	73	61	55	53	16	
56	50	45	25	18	45	52	53	33	51	0	28	71	70	24	52	8	41	32	32	65	63	72	71	27	12	17	12	42	10	54	60	68	58	44	18	67	15	55	52	30	41	43	58	34	56	42	34	43	45	48	
33	24	50	6	10	24	36	24	14	26	28	0	50	45	10	29	35	38	10	8	39	58	46	53	3	21	12	17	21	39	45	36	43	52	17	30	43	28	40	28	14	24	45	30	31	30	48	35	33	32	19	
68	28	51	56	55	26	20	38	38	61	71	50	0	15	61	21	73	40	58	56	22	37	20	5	53	59	55	65	65	79	27	18	14	34	37	58	10	59	18	23	64	30	46	36	42	59	52	46	30	27	45	
55	20	60	50	52	24	27	27	36	49	70	45	15	0	55	17	74	48	50	48	8	50	5	21	47	58	52	61	55	79	38	9	2	46	28	61	6	61	28	17	56	31	54	23	47	46	61	52	36	33	34	
32	34	55	4	11	34	46	32	24	27	24	10	61	55	0	40	32	45	8	8	48	66	55	63	7	21	13	12	18	34	54	46	53	60	26	32	53	29	50	38	7	34	51	38	38	32	53	41	41	41	26	
49	8	46	35	35	7	14	21	19	42	52	29	21	17	40	0	56	33	37	35	16	41	21	24	32	41	35	45	44	61	27	8	15	36	16	43	14	43	17	2	43	13	40	21	30	41	46	35	21	18	25	
64	55	42	33	25	49	53	59	37	59	8	35	73	74	32	56	0	39	40	40	70	61	76	73	34	15	23	20	50	5	54	65	72	56	50	16	70	14	56	56	38	44	41	64	33	64	38	32	44	47	55	
71	37	13	43	34	28	21	49	25	63	41	38	40	48	45	33	39	0	48	47	49	22	52	38	41	30	33	41	60	45	15	41	46	17	40	23	42	26	21	35	52	20	7	52	7	66	13	7	12	15	50	
25	30	60	7	17	32	45	25	24	19	32	10	58	50	8	37	40	48	0	2	43	68	50	61	7	27	19	20	12	42	55	41	48	62	21	38	49	35	49	35	6	34	55	31	41	24	57	45	42	42	19	
25	28	58	7	16	30	43	24	22	19	32	8	56	48	8	35	40	47	2	0	41	66	48	59	6	27	18	20	13	42	53	40	46	60	19	37	47	35	47	33	8	32	53	29	40	24	56	44	41	40	17	
47	15	62	44	47	22	29	19	33	41	65	39	22	8	48	16	70	49	43	41	0	54	6	28	41	55	48	56	47	75	41	8	8	50	22	59	12	58	31	14	49	30	56	15	47	38	62	51	37	34	26	
87	48	21	63	55	40	26	62	43	80	63	58	37	50	66	41	61	22	68	66	54	0	55	32	60	52	54	63	79	66	14	46	48	5	54	45	44	48	23	44	72	34	20	62	29	81	25	29	25	26	65	
53	21	65	51	53	27	32	25	39	47	72	46	20	5	55	21	76	52	50	48	6	55	0	26	48	61	54	63	53	81	43	12	7	51	29	64	11	64	33	20	56	34	59	21	51	44	65	56	40	37	32	
72	31	47	59	56	29	19	43	40	65	71	53	5	21	63	24	73	38	61	59	28	32	26	0	56	59	56	66	69	78	23	22	20	29	40	58	16	59	17	26	67	30	43	41	41	64	49	44	29	26	49	
32	27	52	3	10	27	39	26	17	25	27	3	53	47	7	32	34	41	7	6	41	60	48	56	0	21	12	16	20	37	48	39	46	55	19	31	46	28	43	31	11	27	47	32	33	30	49	37	35	35	21	
