4  50
18	55	69	72	20	85	65	41	94	64	3	86	38	28	18	16	27	95	100	86	83	92	19	73	49	16	60	51	84	7	17	53	78	53	80	88	36	22	65	94	4	28	22	8	92	28	55	32	84	64	
11	57	64	41	63	61	61	52	34	6	47	50	7	65	83	76	52	12	45	29	19	96	37	10	31	34	11	7	26	35	4	64	78	17	11	1	48	97	16	9	96	34	82	18	4	8	31	46	44	96	
18	12	35	48	20	53	21	17	59	5	35	43	63	88	49	48	99	73	98	36	66	53	75	71	2	97	76	7	78	25	93	55	32	66	49	63	32	43	61	77	98	53	11	87	93	68	47	100	4	50	
62	53	18	91	80	20	22	64	16	1	30	17	12	72	68	79	27	73	7	8	96	1	97	73	16	14	77	78	78	87	9	12	20	36	31	67	96	49	61	86	50	45	48	67	94	94	6	27	61	23	
781	344	1308	983	694	1974	905	2136	1292	839	598	2258	2395	824	1968	2217	481	1769	2139	2340	1099	519	724	251	1153	1502	270	876	859	1971	1807	1920	1055	1635	778	240	1535	1817	2134	2038	200	2181	1031	1403	1368	1856	1835	806	1142	733	
0	74	72	85	26	63	56	64	59	32	52	43	71	32	15	22	31	11	68	70	54	30	74	65	59	60	94	51	64	78	95	21	43	58	82	73	21	58	40	68	45	50	37	32	23	37	15	74	33	52	26	
74	0	36	18	55	49	26	21	54	60	23	38	9	58	61	53	55	63	14	12	31	58	5	13	41	16	30	40	33	30	28	57	59	44	12	47	60	20	39	38	55	55	37	55	54	38	59	41	48	25	49	
72	36	0	28	45	17	52	51	24	44	43	29	43	43	56	58	42	61	46	24	19	44	41	43	13	27	29	63	63	9	32	64	37	16	30	11	51	25	55	69	32	29	46	41	49	49	57	5	61	27	56	
85	18	28	0	63	45	44	39	52	65	39	44	27	63	71	66	61	74	32	15	34	64	23	31	39	25	12	57	51	20	10	71	61	42	6	39	68	27	55	56	57	55	50	61	63	52	70	32	63	33	62	
26	55	45	63	0	36	46	52	33	9	39	18	55	8	11	23	5	17	54	48	29	6	57	50	33	39	70	48	57	52	71	27	18	31	60	46	5	36	34	63	20	24	25	6	6	27	15	47	33	30	24	
63	49	17	45	36	0	58	60	7	32	49	25	54	31	47	55	31	53	56	37	21	33	54	53	8	36	46	67	70	26	49	60	22	6	46	10	41	32	56	76	18	14	46	31	41	49	50	15	60	31	53	
56	26	52	44	46	58	0	8	61	54	9	36	18	52	48	33	49	47	14	32	37	51	23	13	50	25	56	13	12	50	54	36	58	52	38	61	49	27	16	18	56	57	21	49	42	20	43	57	25	27	29	
64	21	51	39	52	60	8	0	63	59	13	40	12	57	55	41	54	54	7	29	38	57	16	8	51	24	51	20	12	48	49	44	62	53	33	61	56	27	24	18	59	61	28	54	49	27	50	56	33	29	37	
59	54	24	52	33	7	61	63	0	27	52	26	59	26	44	53	28	50	61	43	25	28	59	57	13	40	53	69	73	33	56	58	17	10	52	17	37	36	57	79	13	9	46	27	39	50	48	22	60	34	52	
32	60	44	65	9	32	54	59	27	0	46	22	61	2	18	32	5	24	60	51	31	2	63	56	31	44	71	56	65	52	73	36	11	29	63	42	11	40	43	71	13	18	34	5	15	36	23	45	42	35	33	
52	23	43	39	39	49	9	13	52	46	0	27	18	44	42	30	41	42	15	25	28	44	22	12	41	17	50	20	21	43	50	34	49	42	34	52	43	18	15	27	47	48	15	41	36	15	38	48	24	18	26	
43	38	29	44	18	25	36	40	26	22	27	0	39	20	28	30	17	32	39	29	10	20	41	35	19	22	51	43	48	34	53	35	22	19	41	33	24	18	31	54	19	21	20	17	20	23	28	32	34	13	28	
71	9	43	27	55	54	18	12	59	61	18	39	0	59	59	49	56	60	5	19	34	59	4	6	46	18	39	32	24	38	37	52	61	48	21	54	59	22	33	29	58	58	33	56	52	34	56	48	42	26	44	
