2  70
53	46	40	66	48	21	94	10	61	53	76	60	57	28	44	20	32	97	76	38	49	94	53	60	51	4	32	29	16	7	75	10	59	92	66	42	26	82	1	93	90	61	66	37	98	47	89	3	73	91	95	23	30	55	42	51	94	53	55	51	95	95	60	29	21	32	15	33	99	28	
47	72	94	67	1	71	94	24	86	47	70	95	53	91	68	22	70	48	44	14	37	99	84	94	3	4	18	61	28	44	85	26	57	97	40	90	45	95	69	14	96	99	8	79	60	32	17	63	59	17	27	36	63	46	87	9	10	46	40	26	86	52	70	47	45	50	13	4	2	22	
453	2643	2353	1252	3000	2398	2422	597	3294	1762	631	1778	2943	656	1962	1518	2674	1785	2634	3323	3384	1001	471	633	167	2210	656	1402	479	1277	597	1445	2694	2456	1471	2022	754	1442	2539	3154	2909	2035	1647	2555	2568	501	2876	723	3152	1163	2980	643	439	783	2451	2636	153	1792	2480	94	1885	2293	2612	763	2944	2185	1765	3400	1548	945	
0	26	56	26	78	34	70	47	23	61	84	50	56	31	38	26	12	43	36	63	84	70	11	58	42	63	46	13	46	17	9	42	58	36	71	51	45	55	21	56	50	84	36	77	89	59	74	82	79	58	9	83	56	45	21	69	28	80	54	66	22	34	73	44	52	87	85	38	94	23	16	
26	0	57	22	57	24	45	51	22	40	66	27	47	9	12	14	19	46	26	42	68	61	15	45	19	37	20	27	21	14	26	16	32	23	60	38	33	50	9	38	26	70	13	57	70	36	63	65	58	34	17	68	43	36	29	66	2	59	30	41	8	34	65	38	28	69	70	24	77	21	19	
56	57	0	35	59	34	68	10	36	51	55	53	23	50	60	42	47	13	32	51	51	25	56	31	51	79	64	43	58	46	47	65	72	37	32	31	31	14	49	41	58	43	51	55	61	57	32	49	61	58	53	48	32	26	35	15	60	59	58	65	49	23	25	20	58	59	48	37	58	37	43	
26	22	35	0	54	8	51	28	3	38	58	31	29	17	28	8	14	23	10	40	58	44	22	31	24	52	35	16	31	12	19	34	45	12	45	25	19	30	13	31	33	57	21	52	63	39	47	55	55	39	19	57	30	18	11	46	25	55	36	47	14	12	47	18	35	62	58	13	67	3	10	
78	57	59	54	0	45	21	63	57	16	13	30	36	48	47	51	66	59	44	14	19	37	69	28	37	44	43	70	37	61	73	49	39	42	30	31	36	44	56	22	33	28	43	3	14	22	32	18	2	25	69	21	28	39	64	54	57	2	29	22	56	55	41	45	31	14	24	40	25	57	62	
34	24	34	8	45	0	43	30	12	29	49	23	23	16	25	10	22	24	2	31	50	37	28	23	18	47	31	25	25	18	28	31	40	4	38	17	10	26	17	22	26	49	17	43	55	31	40	47	47	31	26	49	22	12	19	42	26	46	28	39	17	14	41	14	28	53	50	5	59	12	18	
70	45	68	51	21	43	0	68	54	16	34	20	45	39	33	45	59	63	43	17	40	52	60	37	27	23	27	65	23	53	67	33	19	39	46	36	38	53	48	26	19	48	33	23	35	12	48	38	21	12	60	41	36	43	62	67	44	23	15	4	47	56	56	49	17	35	44	38	46	53	57	
47	51	10	28	63	30	68	0	29	52	61	51	27	45	55	36	38	5	29	53	58	34	48	35	48	77	61	34	55	39	38	61	70	34	39	32	30	19	42	43	56	51	47	60	67	57	40	55	65	58	44	55	35	25	26	25	54	64	57	65	42	16	34	19	57	65	55	34	66	30	35	
23	22	36	3	57	12	54	29	0	42	62	34	33	19	30	9	11	24	13	43	62	47	20	35	27	54	37	13	33	10	16	35	48	15	48	29	22	32	13	35	36	60	23	55	67	42	51	59	59	42	17	60	33	22	8	48	25	59	39	50	14	13	49	21	38	65	62	17	71	1	7	
