2  70
53	79	94	40	79	33	4	1	12	34	75	61	24	79	11	73	14	53	81	10	84	41	99	81	96	38	97	79	47	70	84	75	1	71	20	38	32	24	15	21	87	13	75	75	55	99	97	31	36	60	50	18	92	14	28	55	83	60	32	94	65	61	45	31	56	98	68	76	40	21	
88	4	28	36	29	69	32	35	72	3	79	23	90	80	25	45	77	82	77	63	26	32	10	93	41	27	65	46	13	55	26	84	76	16	62	42	49	28	20	13	90	50	79	60	79	93	20	51	24	49	47	66	45	25	11	95	1	96	53	61	34	67	40	84	85	62	97	32	51	28	
625	2460	2031	2711	1759	1834	3324	1513	1441	2132	176	2791	1324	1904	1925	3248	990	556	383	429	864	2104	405	3249	2119	368	2633	3085	657	2636	1946	1306	1585	2197	1277	1025	2961	1647	797	297	2848	797	99	1518	2590	2794	989	1777	1691	588	191	3076	2079	804	990	274	3319	2300	2074	2911	3122	257	2934	457	1945	2122	1344	3089	1900	2003	
0	62	66	69	72	42	54	60	49	36	88	61	67	73	84	67	76	50	61	81	72	13	55	37	56	53	68	66	40	60	66	38	65	36	63	55	76	79	30	56	55	42	24	87	74	80	61	39	61	61	67	85	43	30	48	20	70	19	33	50	22	72	53	80	13	57	44	53	35	46	14	
62	0	7	13	45	37	9	13	29	28	39	57	25	21	27	22	38	49	26	24	19	50	41	43	14	25	33	15	32	11	32	31	12	51	2	8	15	17	35	38	47	49	48	32	33	18	50	25	57	8	7	25	50	31	14	48	48	42	44	45	53	17	52	20	49	6	20	38	31	35	50	
66	7	0	6	40	38	12	10	28	31	32	55	20	14	20	28	32	48	22	17	12	55	39	44	21	23	39	21	33	18	27	38	7	52	8	15	9	13	38	35	45	49	50	25	27	13	47	28	55	15	11	19	50	36	21	51	43	47	45	44	56	21	51	14	54	13	26	37	37	35	55	
69	13	6	0	35	37	15	9	27	33	26	51	15	8	15	34	26	46	18	12	6	59	36	43	27	22	45	26	33	24	23	43	4	51	14	21	9	13	40	32	43	48	52	19	21	14	44	30	51	21	17	16	49	39	26	53	39	49	45	42	57	26	48	11	57	19	31	34	42	34	59	
72	45	40	35	0	29	40	31	25	42	27	22	19	29	37	67	12	25	19	35	30	67	17	34	56	24	77	60	33	55	12	63	33	39	47	49	43	46	43	15	19	32	47	35	15	47	15	40	22	53	51	43	32	51	49	52	5	55	38	23	51	61	25	42	65	48	54	18	61	25	68	
42	37	38	37	29	0	29	28	10	16	48	25	27	37	49	55	34	14	21	45	36	38	13	6	43	15	63	51	7	44	25	40	33	14	40	36	46	50	15	13	15	11	18	50	33	51	21	16	25	43	45	52	12	24	33	22	28	26	9	11	23	54	17	48	36	37	34	11	37	4	39	
54	9	12	15	40	29	0	10	21	19	40	50	22	22	31	28	35	41	21	28	20	43	34	34	16	17	37	22	23	16	27	27	13	42	11	9	21	25	26	31	40	40	39	35	31	25	43	16	50	14	16	31	41	24	11	39	42	34	35	37	44	25	44	26	42	9	16	31	26	27	43	
60	13	10	9	31	28	10	0	18	24	30	44	12	13	24	35	25	38	12	20	11	51	29	34	25	13	46	29	24	24	18	37	5	42	15	18	18	22	31	25	35	39	42	27	21	23	37	21	44	21	20	25	40	31	21	43	34	41	36	33	47	30	40	21	49	17	26	26	36	25	51	
49	29	28	27	25	10	21	18	0	17	38	29	17	26	39	49	26	20	12	35	26	43	13	17	36	5	57	43	9	37	17	39	23	24	31	29	36	40	19	11	19	21	27	40	25	41	22	15	29	35	36	42	22	26	27	30	25	31	19	16	32	46	23	38	41	30	30	10	36	7	43	
36	28	31	33	42	16	19	24	17	0	53	41	31	37	48	42	43	30	26	45	36	27	28	18	29	18	48	38	9	31	33	24	30	25	30	24	41	44	7	27	32	26	20	51	40	45	37	3	41	31	35	49	27	9	18	19	42	16	17	27	25	43	34	45	25	26	18	25	21	18	27	
88	39	32	26	27	48	40	30	38	53	0	49	21	18	15	59	15	50	26	16	20	80	40	54	53	34	70	51	48	50	23	67	27	61	40	47	28	29	57	36	44	55	66	11	14	30	42	49	49	47	42	22	55	60	50	69	32	69	58	46	71	50	50	24	78	45	56	39	66	44	80	
